"regnum","pccode","pcpct","prodname"
54100231,6601,6600,"PURITAN NO 5171 INDOOR SPACE & SURFACE SPRAY                          "
54100231,63503,987500,"PURITAN NO 5171 INDOOR SPACE & SURFACE SPRAY                          "
54100231,97801,5700,"PURITAN NO 5171 INDOOR SPACE & SURFACE SPRAY                          "
54100232,6601,1584,"PURITAN NO. 5170 INDOOR SPACE SPRAY                                   "
54100232,63503,997000,"PURITAN NO. 5170 INDOOR SPACE SPRAY                                   "
54100232,97801,1368,"PURITAN NO. 5170 INDOOR SPACE SPRAY                                   "
54100233,39107,16000,"PURITAN  5200                                                         "
54100233,69149,42500,"PURITAN  5200                                                         "
54100233,72604,5000,"PURITAN  5200                                                         "
54100233,73506,20000,"PURITAN  5200                                                         "
54100234,39107,30000,"VALIANT                                                               "
54100234,47501,94000,"VALIANT                                                               "
54100234,64108,32500,"VALIANT                                                               "
54100234,64111,90000,"VALIANT                                                               "
54100234,79020,27000,"VALIANT                                                               "
54100236,6601,1990,"PURITAN  5615- PRESSURIZED SPRAY INSECTICIDE                          "
54100236,63503,266250,"PURITAN  5615- PRESSURIZED SPRAY INSECTICIDE                          "
54100236,97801,1700,"PURITAN  5615- PRESSURIZED SPRAY INSECTICIDE                          "
54100237,6601,3970,"PURITAN  5630 INSECTICIDE                                             "
54100237,63503,992500,"PURITAN  5630 INSECTICIDE                                             "
54100237,97801,3410,"PURITAN  5630 INSECTICIDE                                             "
54100238,6601,3310,"PURITAN  5625-INSECT KILLER                                           "
54100238,63503,193750,"PURITAN  5625-INSECT KILLER                                           "
54100238,97801,2840,"PURITAN  5625-INSECT KILLER                                           "
54100239,1501,10000,"PURITAN  5566                                                         "
54100239,39107,34200,"PURITAN  5566                                                         "
54100239,47501,30000,"PURITAN  5566                                                         "
54100239,69105,50000,"PURITAN  5566                                                         "
54100239,69149,18750,"PURITAN  5566                                                         "
54100239,69165,37500,"PURITAN  5566                                                         "
54100239,69166,18750,"PURITAN  5566                                                         "
54100240,69104,50000,"PURITAN  5588                                                         "
54100240,69154,50000,"PURITAN  5588                                                         "
54100241,69104,50000,"PURITAN  5577                                                         "
54100241,69154,50000,"PURITAN  5577                                                         "
54100243,62201,20000,"MINTENE-5                                                             "
54100243,64103,20000,"MINTENE-5                                                             "
54100245,57001,25000,"PURITAN   5925 SYNERGIZED PYRETHRINS MILL SPRAY                       "
54100245,63503,957500,"PURITAN   5925 SYNERGIZED PYRETHRINS MILL SPRAY                       "
54100245,67501,12500,"PURITAN   5925 SYNERGIZED PYRETHRINS MILL SPRAY                       "
54100245,69001,5000,"PURITAN   5925 SYNERGIZED PYRETHRINS MILL SPRAY                       "
54100246,57001,18000,"PURITAN  5933 SYNERGIZED PYRETHRINS MILL SPRAY                        "
54100246,63503,967000,"PURITAN  5933 SYNERGIZED PYRETHRINS MILL SPRAY                        "
54100246,67501,10000,"PURITAN  5933 SYNERGIZED PYRETHRINS MILL SPRAY                        "
54100246,69001,5000,"PURITAN  5933 SYNERGIZED PYRETHRINS MILL SPRAY                        "
54100247,69104,32500,"PURITAN FABRIC SOFTENER/SANITIZER  5865                               "
54100247,69154,32500,"PURITAN FABRIC SOFTENER/SANITIZER  5865                               "
54100249,69149,5e+05,"P   6006 PURITAN MILDEW PREVENTATIVE                                  "
54100250,46903,180500,"PURITAN   5950 DISINFECTANT                                           "
54100250,76001,160000,"PURITAN   5950 DISINFECTANT                                           "
54100251,46903,180500,"PURITAN   5955 DISINFECTANT                                           "
54100251,76001,160000,"PURITAN   5955 DISINFECTANT                                           "
54100252,39107,20000,"PURITAN  6450                                                         "
54100252,40501,2000,"PURITAN  6450                                                         "
54100252,69104,45000,"PURITAN  6450                                                         "
54100252,69154,45000,"PURITAN  6450                                                         "
54100252,73506,40000,"PURITAN  6450                                                         "
54100253,30010,1e+05,"2,4-D WEED KILLER                                                     "
54100254,45901,2e+05,"LIQUA-SCALE EMULSION TYPE BOWL CLEANER                                "
54100254,69105,500,"LIQUA-SCALE EMULSION TYPE BOWL CLEANER                                "
54100255,39107,800,"TRIPLE PLAY                                                           "
54100255,47501,6300,"TRIPLE PLAY                                                           "
54100255,62202,51000,"TRIPLE PLAY                                                           "
54100255,79009,80000,"TRIPLE PLAY                                                           "
54100255,79087,35000,"TRIPLE PLAY                                                           "
54100256,47501,37500,"WINTER AIRE                                                           "
54100256,62201,35000,"WINTER AIRE                                                           "
54100256,79009,50000,"WINTER AIRE                                                           "
54100257,47501,1e+05,"SYN-PINE 5                                                            "
54100257,62203,35000,"SYN-PINE 5                                                            "
54100257,67002,120000,"SYN-PINE 5                                                            "
54100257,79009,65000,"SYN-PINE 5                                                            "
54100258,69104,1e+05,"SANA-DIS                                                              "
54100259,57001,4000,"SAF-T-CIDE FOOD PROCESSORS' INSECTICIDE                               "
54100259,63503,992400,"SAF-T-CIDE FOOD PROCESSORS' INSECTICIDE                               "
54100259,67501,2400,"SAF-T-CIDE FOOD PROCESSORS' INSECTICIDE                               "
54100259,69001,1200,"SAF-T-CIDE FOOD PROCESSORS' INSECTICIDE                               "
54100260,57001,10000,"NOTOXIDE CONCENTRATED INSECT SPRAY                                    "
54100260,63503,981000,"NOTOXIDE CONCENTRATED INSECT SPRAY                                    "
54100260,67501,6000,"NOTOXIDE CONCENTRATED INSECT SPRAY                                    "
54100260,69001,3000,"NOTOXIDE CONCENTRATED INSECT SPRAY                                    "
54100261,39107,22000,"4-D-25                                                                "
54100261,69104,15000,"4-D-25                                                                "
54100261,69111,15000,"4-D-25                                                                "
54100262,39103,30000,"CHURCO OR-3D                                                          "
54100262,47501,75000,"CHURCO OR-3D                                                          "
54100262,64108,29000,"CHURCO OR-3D                                                          "
54100262,64111,89000,"CHURCO OR-3D                                                          "
54100262,79020,27000,"CHURCO OR-3D                                                          "
54100263,39107,30000,"OVATION NEUTRAL DETERGENT GERMICIDE HOSPITAL GRADE                    "
54100263,47501,220000,"OVATION NEUTRAL DETERGENT GERMICIDE HOSPITAL GRADE                    "
54100263,64101,50000,"OVATION NEUTRAL DETERGENT GERMICIDE HOSPITAL GRADE                    "
54100263,64103,50000,"OVATION NEUTRAL DETERGENT GERMICIDE HOSPITAL GRADE                    "
54100263,79020,45000,"OVATION NEUTRAL DETERGENT GERMICIDE HOSPITAL GRADE                    "
54100264,6501,916700,"NEW NO-GRO WEED KILLER                                                "
54100264,35502,31900,"NEW NO-GRO WEED KILLER                                                "
54100265,64101,73500,"PURITAN  6790 DETERGENT-GERMICIDE                                     "
54100265,64103,29100,"PURITAN  6790 DETERGENT-GERMICIDE                                     "
54100266,57001,1660,"STYX RESIDUAL INSECTICIDE                                             "
54100266,57801,5000,"STYX RESIDUAL INSECTICIDE                                             "
54100266,67501,1000,"STYX RESIDUAL INSECTICIDE                                             "
54100266,69001,500,"STYX RESIDUAL INSECTICIDE                                             "
54100270,97801,3980,"MUG-A-BUG LIQUID-READY TO USE                                         "
54100272,69105,50000,"PURITAN  7276 HIGHLY CONCENTRATED GERMICIDE                           "
54100272,69149,18750,"PURITAN  7276 HIGHLY CONCENTRATED GERMICIDE                           "
54100272,69165,37500,"PURITAN  7276 HIGHLY CONCENTRATED GERMICIDE                           "
54100272,69166,18750,"PURITAN  7276 HIGHLY CONCENTRATED GERMICIDE                           "
54100273,69105,30000,"PURITAN  7275                                                         "
54100273,69149,11250,"PURITAN  7275                                                         "
54100273,69165,22500,"PURITAN  7275                                                         "
54100273,69166,11250,"PURITAN  7275                                                         "
54100275,69104,25000,"PURITAN   7267                                                        "
54100275,69154,25000,"PURITAN   7267                                                        "
54100276,69104,50000,"PURITAN  7268                                                         "
54100276,69154,50000,"PURITAN  7268                                                         "
54100277,69104,1e+05,"PURITAN  7269                                                         "
54100277,69154,1e+05,"PURITAN  7269                                                         "
54100278,69104,45000,"PURITAN  7266                                                         "
54100278,69154,45000,"PURITAN  7266                                                         "
54100279,69104,45000,"PURITAN  7281 DETERGENT/DISINFECTANT                                  "
54100279,69154,45000,"PURITAN  7281 DETERGENT/DISINFECTANT                                  "
54100280,69104,16000,"TRIPLE-PLAY                                                           "
54100280,69154,16000,"TRIPLE-PLAY                                                           "
54100286,67002,79000,"SYN-PINE Q                                                            "
54100286,69105,39500,"SYN-PINE Q                                                            "
54100288,69105,86800,"PURITAN  7503                                                         "
54100288,69149,32550,"PURITAN  7503                                                         "
54100288,69165,65100,"PURITAN  7503                                                         "
54100288,69166,32550,"PURITAN  7503                                                         "
54100290,69105,22000,"PURITAN  7507                                                         "
54100290,69149,8250,"PURITAN  7507                                                         "
54100290,69165,16500,"PURITAN  7507                                                         "
54100290,69166,8250,"PURITAN  7507                                                         "
54200001,58201,190000,"LUCIDE A-20                                                           "
54200016,57801,50000,"P.C.E. DIAZINON ROACH DUST                                            "
54800030,63502,950000,"RILEY BROS. 5% TOXAPHENE BACK RUBBER LIQUID INSECTICIDE               "
54800030,80501,50000,"RILEY BROS. 5% TOXAPHENE BACK RUBBER LIQUID INSECTICIDE               "
54800048,57701,20000,"RILEY BROS. BACK RUBBER OIL                                           "
54800048,63502,959000,"RILEY BROS. BACK RUBBER OIL                                           "
54800048,86802,20000,"RILEY BROS. BACK RUBBER OIL                                           "
55000003,88601,940000,"ZINC PHOSPHIDE 95%                                                    "
55000015,43001,370000,"FORMALDEHYDE SOLUTION USP                                             "
55000029,63001,960000,"DOWICIDE *7                                                           "
55000036,14703,32500,"GUARDSMAN BACTERICIDE-DISINFECTANT                                    "
55000036,76403,917500,"GUARDSMAN BACTERICIDE-DISINFECTANT                                    "
55000039,76901,999999,"STRYCHNINE ALKALOID N.F. POWDER                                       "
55000042,31301,60000,"BOTRAN 6 DUST FUNGICIDE                                               "
55000045,57701,50000,"MALATHION 5 DUST                                                      "
55000046,56801,50000,"SEVIN 5% DUST                                                         "
55000047,56801,1e+05,"SEVIN 10% DUST                                                        "
55000048,81404,999999,"VANCARE DRY CHLORINE CONCENTRATE (CYANURATE TYPE)                     "
55000050,20501,999999,"CHLORINE                                                              "
55000051,14702,290000,"VANCARE LITHIUM HYPOCHLORITE                                          "
55000053,69105,102500,"VW&R GERMICIDE CONCENTRATED                                           "
55000060,63001,175000,"GUARDSMAN PENTA WATER REPELLENT WOOD PRESERVATIVE SOLUTION 3:1 CONCENT"
55000060,63506,335000,"GUARDSMAN PENTA WATER REPELLENT WOOD PRESERVATIVE SOLUTION 3:1 CONCENT"
55000065,79801,75000,"GUARDSMAN THIRAM FUNGICIDE 7 1/2%                                     "
55000066,24401,990000,"COPPER SULFATE (BLUESTONE)                                            "
55000069,9801,28000,"GUARDSMAN SUPREME-X                                                   "
55000070,37511,510000,"GUARDSMAN PREMERGE DINITRO WEED KILLER                                "
55000071,29001,999999,"GUARDSMAN TELONE SOIL FUMIGANT                                        "
55000072,29001,999999,"GUARDSMAN VIDDEN D SOIL FUMIGANT                                      "
55000074,29802,900,"GUARDSMAN SUPREME- D WEED & FEED FERTILIZER                           "
55000074,30001,2500,"GUARDSMAN SUPREME- D WEED & FEED FERTILIZER                           "
55000074,31501,1500,"GUARDSMAN SUPREME- D WEED & FEED FERTILIZER                           "
55000086,31301,5e+05,"GUARDSMAN BOTRAN 50% DUST FUNGICIDE                                   "
55000090,63503,975000,"SUPERIOR SPRAY OIL                                                    "
55000091,56502,240000,"GUARDSMAN SEED GUARD                                                  "
55000092,63003,91200,"VW & R STAIN CONTROL                                                  "
55000092,63005,148800,"VW & R STAIN CONTROL                                                  "
55000093,39003,327000,"GUARDSMAN POLE GUARD                                                  "
55000094,29801,434,"GUARDSMAN SUPREME-D WEED AND FEED 15-3-6                              "
55000094,30001,4856,"GUARDSMAN SUPREME-D WEED AND FEED 15-3-6                              "
55000094,31501,2047,"GUARDSMAN SUPREME-D WEED AND FEED 15-3-6                              "
55000096,81407,999999,"VANCARE DRY CHLOR                                                     "
55000099,67002,994000,"PINE OIL HERCO                                                        "
55000100,67002,994000,"PINE OIL YARMOR 302                                                   "
55000101,63001,4e+05,"GUARDSMAN PENTA CONCENTRATE                                           "
55000103,29001,920000,"GUARDSMAN TELONE II SOIL FUMIGANT                                     "
55000104,42002,150000,"MACLEAN'S S-T-D                                                       "
55000104,58201,40000,"MACLEAN'S S-T-D                                                       "
55000104,63503,810000,"MACLEAN'S S-T-D                                                       "
55000105,9001,130000,"W & R LINDANE 13% EMULSIFIABLE                                        "
55000106,58201,450000,"NAMCO CHLORDANE 45% EMULSIFIABLE                                      "
55000107,58201,720000,"NAMCO CHLORDANE 72% EMULSIFIABLE                                      "
55000108,57701,570000,"NAMCO MALATHION 57-E                                                  "
55000108,86803,350000,"NAMCO MALATHION 57-E                                                  "
55000109,6501,7e+05,"NAMCO MALATHION 30% (IN OIL)                                          "
55000109,57701,3e+05,"NAMCO MALATHION 30% (IN OIL)                                          "
55000110,9001,995000,"NAMCO LINDANE CRYSTALS                                                "
55000111,23102,2e+05,"NAMCO COPPER NAPHTHENATE 20                                           "
55000112,6501,8e+05,"MACLEAN'S 20% LINDANE (IN OIL)                                        "
55000112,9001,2e+05,"MACLEAN'S 20% LINDANE (IN OIL)                                        "
55000113,9001,2e+05,"VWR LINDANE-20% EMULSIFIABLE                                          "
55000113,86803,730000,"VWR LINDANE-20% EMULSIFIABLE                                          "
55000114,63503,740000,"NAMCO PYRENONE CONCENTRATE                                            "
55000114,67501,1e+05,"NAMCO PYRENONE CONCENTRATE                                            "
55000114,69001,10000,"NAMCO PYRENONE CONCENTRATE                                            "
55000115,81501,990000,"NAMCO CHLOROPICRIN                                                    "
55000116,53201,430000,"TRIFUME                                                               "
55000116,81501,570000,"TRIFUME                                                               "
55000117,53201,670000,"PATHOFUME B                                                           "
55000117,81501,330000,"PATHOFUME B                                                           "
55000118,6601,434200,"NAMCO D-P-L CONCENTRATE                                               "
55000118,10002,115600,"NAMCO D-P-L CONCENTRATE                                               "
55000118,57801,108600,"NAMCO D-P-L CONCENTRATE                                               "
55000118,63503,202100,"NAMCO D-P-L CONCENTRATE                                               "
55000118,67501,126800,"NAMCO D-P-L CONCENTRATE                                               "
55000118,69001,12700,"NAMCO D-P-L CONCENTRATE                                               "
55000119,63001,57200,"NAMCO PENTACHLOROPHENOL SOLUTION                                      "
55000120,10002,6600,"NAMCO NAMTOX                                                          "
55000120,57801,5000,"NAMCO NAMTOX                                                          "
55000120,63503,937500,"NAMCO NAMTOX                                                          "
55000120,66001,41500,"NAMCO NAMTOX                                                          "
55000120,67501,7300,"NAMCO NAMTOX                                                          "
55000120,69001,700,"NAMCO NAMTOX                                                          "
55000121,63503,175000,"NAMCO AEROSOL INSECT SPRAY                                            "
55000121,67501,20000,"NAMCO AEROSOL INSECT SPRAY                                            "
55000121,69001,5000,"NAMCO AEROSOL INSECT SPRAY                                            "
55000122,63503,989000,"NAMCO PYRENONE FOOD STORAGE SPRAY                                     "
55000122,67501,10000,"NAMCO PYRENONE FOOD STORAGE SPRAY                                     "
55000122,69001,1000,"NAMCO PYRENONE FOOD STORAGE SPRAY                                     "
55000123,53201,980000,"NAMCO PINTOFUME                                                       "
55000123,81501,20000,"NAMCO PINTOFUME                                                       "
55000124,29001,430000,"NAMCO PICTEL                                                          "
55000124,81501,570000,"NAMCO PICTEL                                                          "
55000125,63503,890000,"NAMCO PYRENONE FOG CONCENTRATE                                        "
55000125,67501,1e+05,"NAMCO PYRENONE FOG CONCENTRATE                                        "
55000125,69001,10000,"NAMCO PYRENONE FOG CONCENTRATE                                        "
55000126,63001,4e+05,"MACLEAN'S 40% PENTA                                                   "
55000126,63503,313500,"MACLEAN'S 40% PENTA                                                   "
55000127,6501,805300,"NAMCO DURSBAN 1E                                                      "
55000127,59101,131000,"NAMCO DURSBAN 1E                                                      "
55000128,53201,5e+05,"NAMCO TRIFUME 2+2                                                     "
55000128,81501,5e+05,"NAMCO TRIFUME 2+2                                                     "
55000129,53201,570000,"NAMCO PATHOFUME 57/43                                                 "
55000129,81501,430000,"NAMCO PATHOFUME 57/43                                                 "
55000130,53201,999999,"NAMCO METHYL BROMIDE                                                  "
55000131,53201,995000,"NAMFUME                                                               "
55000131,81501,5000,"NAMFUME                                                               "
55000132,6601,911000,"NAMCO SYNTHROID-3 EC                                                  "
55000132,97801,34000,"NAMCO SYNTHROID-3 EC                                                  "
55000133,6501,544000,"NAMCO DUROVAP                                                         "
55000133,59101,234000,"NAMCO DUROVAP                                                         "
55000133,84001,117000,"NAMCO DUROVAP                                                         "
55000134,6601,39000,"NAMCO SYNTHROID-3 (IN OIL)                                            "
55000134,63503,920000,"NAMCO SYNTHROID-3 (IN OIL)                                            "
55000134,97801,34000,"NAMCO SYNTHROID-3 (IN OIL)                                            "
55000135,6501,425000,"NAMCO DIAZINON 4 S                                                    "
55000135,57801,487000,"NAMCO DIAZINON 4 S                                                    "
55000136,57801,475000,"NAMCO DIAZINON 4E                                                     "
55000137,53201,750000,"NAMCO PATHOFUME 75/25                                                 "
55000137,81501,250000,"NAMCO PATHOFUME 75/25                                                 "
55000138,6501,660000,"NAMCO DURSBAN 2E                                                      "
55000138,59101,248000,"NAMCO DURSBAN 2E                                                      "
55000141,58201,720000,"GUARDSMAN CHLORDANE 8EC                                               "
55000149,43001,370000,"FORMALDEHYDE SOLUTION N.F. STRENGHT                                   "
55000150,14703,150000,"CHLORO RINSE                                                          "
55000151,14703,125000,"LYON LIQUI-CHLOR                                                      "
55000152,69104,50000,"GRID-10 DAIRY CLEANER SANITIZER                                       "
55000152,69154,50000,"GRID-10 DAIRY CLEANER SANITIZER                                       "
55000152,76001,3e+05,"GRID-10 DAIRY CLEANER SANITIZER                                       "
55000153,20501,999999,"CHLORINE                                                              "
55000154,57801,475000,"GUARDSMAN DIAZINON 4E                                                 "
55000155,57701,566000,"GUARDSMAN MALATHION 5E                                                "
55000155,86803,350000,"GUARDSMAN MALATHION 5E                                                "
55000156,14703,84000,"LIQUICHLOR GERMICIDE SH-12                                            "
55000157,20501,997000,"LIQUID CHLORINE                                                       "
55000158,69183,1e+05,"POOL ALGAECIDE NF COMPOSITION                                         "
55000159,69183,1e+05,"TOWER ALGAECIDE NF                                                    "
55000160,59101,5000,"GUARDSMAN DURSBAN HOUSEHOLD INSECT SPRAY                              "
55000160,86803,3300,"GUARDSMAN DURSBAN HOUSEHOLD INSECT SPRAY                              "
55000161,47802,168000,"VWR BAYGON 1.5E                                                       "
55000162,47802,145000,"VWR BAYGON 1.5 EC                                                     "
55000163,59101,444000,"VWR DURSBAN 4E                                                        "
55000170,12302,75000,"VWR 7.5% WATER SOLUBLE BROMACIL LIQUID WEED KILLER                    "
55000171,12302,125000,"VWR 12.5% WATER SOLUBLE BROMACIL LIQUID WEED KILLER                   "
55000172,86803,970000,"VWR AQUATIC WEEDKILLER PLUS (WITH EMULSIFIER)                         "
55000173,12302,25000,"(VWR) 2.5% WATER SOLUBLE BROMACIL WEED KILLER                         "
55000174,12302,50000,"(VWR) 5% WATER SOLUBLE BROMACIL WEED KILLER                           "
55000175,12302,112000,"(VWR) 11.2% WATER SOLUBLE BROMACIL WEED KILLER                        "
55000177,20501,999999,"CHLORINE LIQUIFIED GAS                                                "
55000178,14703,125000,"LIQUID BLEACH INDUSTRIAL GRADE                                        "
55000180,20501,999999,"COMPRESSED CHLORINE GAS                                               "
55000181,67002,994000,"YARMOR 302 PINE OIL                                                   "
55000182,67002,994000,"YARMOR 302W PINE OIL                                                  "
55000183,67002,994000,"HERCO PINE OIL                                                        "
55000191,14703,75000,"LIQUICHLOR 7.5%                                                       "
55000193,14703,1e+05,"LIQUICHLOR 10.0%                                                      "
55000196,14703,52500,"VANCHLOR SANITIZER 5.25%                                              "
55000197,14703,1e+05,"LIQUICHLOR 10.0% SOLUTION                                             "
55000198,14703,125000,"LIQUICHLOR 12.5% SOLUTION                                             "
55000199,14703,52500,"LIQUICHLOR 5.25% SOLUTION                                             "
55000200,20501,995000,"CHLORINE                                                              "
55000201,14703,125000,"LIQUICHLOR 12.5% MUP                                                  "
55004772,53201,570000,"NAMCO PATHOFUME 57-43                                                 "
55004772,81501,430000,"NAMCO PATHOFUME 57-43                                                 "
55004773,53201,670000,"NAMCO PATHOFUME B                                                     "
55004773,81501,330000,"NAMCO PATHOFUME B                                                     "
55004774,6601,350000,"MALATHION-57(EMULSIFIABLE)                                            "
55004774,57701,570000,"MALATHION-57(EMULSIFIABLE)                                            "
55004775,6501,858200,"NAMCO DURSBAN 1-S                                                     "
55004775,59101,132900,"NAMCO DURSBAN 1-S                                                     "
55004776,6501,805300,"NAMCO DURSBAN 1-E                                                     "
55004776,59101,132900,"NAMCO DURSBAN 1-E                                                     "
55004777,6501,542000,"NAMCO DUROVAP PB                                                      "
55004777,59101,234000,"NAMCO DUROVAP PB                                                      "
55004777,84001,117000,"NAMCO DUROVAP PB                                                      "
55004778,72602,953000,"DRI-DIE                                                               "
55004778,75301,47000,"DRI-DIE                                                               "
55004779,45001,186000,"NAMCO DIELDRIN-15 (EMULSIFIABLE)                                      "
55004779,63503,754000,"NAMCO DIELDRIN-15 (EMULSIFIABLE)                                      "
55004780,81501,990000,"NAMCO CHLOROPICRIN                                                    "
55004781,53201,750000,"NAMCO PATHOFUME 75/25                                                 "
55004781,81501,250000,"NAMCO PATHOFUME 75/25                                                 "
55005578,67707,100,"GUARDSMAN RAT AND MOUSE BAIT WITH ROZOL                               "
55005579,50505,220000,"GUARDSMAN NICKEL SULFATE                                              "
55006417,9001,10700,"NAMCO K-T-D                                                           "
55006417,42002,52300,"NAMCO K-T-D                                                           "
55007428,53201,999999,"NAMCO METHYL BROMIDE (PB: TERMITES)                                   "
55007429,53201,997500,"NAMCO NAMFUME                                                         "
55007429,81501,2500,"NAMCO NAMFUME                                                         "
55007430,6501,542000,"NAMCO DUROVAP                                                         "
55007430,59101,234000,"NAMCO DUROVAP                                                         "
