"pccode","casnum","pcname"
57501,56382,"AC 3422                                                                                                                                                                                                                                                      "
57501,56382,"Folidol E-605                                                                                                                                                                                                                                                "
57501,56382,"Parathion                                                                                                                                                                                                                                                    "
57501,56382,"Phosphorothioic acid, O,O-diethyl O-(4-nitrophenyl) ester                                                                                                                                                                                                    "
57501,56382,"DNTP                                                                                                                                                                                                                                                         "
57501,56382,"Corothion                                                                                                                                                                                                                                                    "
57501,56382,"ENT 15108                                                                                                                                                                                                                                                    "
57501,56382,"Paraphos                                                                                                                                                                                                                                                     "
57501,56382,"Alleron                                                                                                                                                                                                                                                      "
57501,56382,"Fosferno 50                                                                                                                                                                                                                                                  "
57501,56382,"Orthophos                                                                                                                                                                                                                                                    "
57501,56382,"Bladan                                                                                                                                                                                                                                                       "
57501,56382,"Niran                                                                                                                                                                                                                                                        "
57501,56382,"Aphamite                                                                                                                                                                                                                                                     "
57501,56382,"Diethyl p-nitrophenyl thionophosphate                                                                                                                                                                                                                        "
57501,56382,"Alkron                                                                                                                                                                                                                                                       "
57501,56382,"Soprathion                                                                                                                                                                                                                                                   "
57501,56382,"Diethyl 4-nitrophenyl phosphorothionate                                                                                                                                                                                                                      "
57501,56382,"Panthion                                                                                                                                                                                                                                                     "
57501,56382,"Parathene                                                                                                                                                                                                                                                    "
57501,56382,"Parathion-ethyl                                                                                                                                                                                                                                              "
57501,56382,"Drexel parathion 8E                                                                                                                                                                                                                                          "
57501,56382,"Paramar                                                                                                                                                                                                                                                      "
57501,56382,"Phosphorothioic acid, O,O-diethyl O-(p-nitrophenyl) ester                                                                                                                                                                                                    "
57501,56382,"Parathion-ethyl                                                                                                                                                                                                                                              "
57501,56382,"Thiophos                                                                                                                                                                                                                                                     "
57501,56382,"Penncap E                                                                                                                                                                                                                                                    "
57501,56382,"O,O-Diethyl O-p-nitrophenyl phosphorothioate                                                                                                                                                                                                                 "
57501,56382,"Bay E-605                                                                                                                                                                                                                                                    "
57503,56382,"Use PC Code 057501                                                                                                                                                                                                                                           "
57601,8065483,"Demox                                                                                                                                                                                                                                                        "
57601,8065483,"Phosphorothioic acid, O,O-diethyl O(and S)-(ethylthio)ethyl esters                                                                                                                                                                                           "
57601,8065483,"Systox                                                                                                                                                                                                                                                       "
57601,8065483,"Demeton                                                                                                                                                                                                                                                      "
57601,8065483,"O,O-Diethyl O-(and S-)(2-(ethylthio)ethyl) phosphorothioate  (mixed isomers)                                                                                                                                                                                 "
57601,8065483,"Systemox                                                                                                                                                                                                                                                     "
57601,8065483,"Mercaptofos  (USSR)                                                                                                                                                                                                                                          "
57601,8065483,"E-1059                                                                                                                                                                                                                                                       "
57601,8065483,"Demeton-O  +  Demeton-S                                                                                                                                                                                                                                      "
57601,8065483,"Bay 10756                                                                                                                                                                                                                                                    "
57601,8065483,"Demeton-O  +  Demeton-S                                                                                                                                                                                                                                      "
57601,8065483,"ENT 17295                                                                                                                                                                                                                                                    "
57602,298033,"Demeton-O                                                                                                                                                                                                                                                    "
57602,298033,"Thionodemeton                                                                                                                                                                                                                                                "
57602,298033,"O,O-Diethyl O-(2-(ethylthio)ethyl) phosphorothioate                                                                                                                                                                                                          "
57602,298033,"Phosphorothioic acid, O,O-diethyl O-(2-ethylthio)ethyl ester                                                                                                                                                                                                 "
57602,298033,"O-(2-(Ethylthio)ethyl) O,O-diethyl thiophosphate                                                                                                                                                                                                             "
57602,298033,"Demeton-O                                                                                                                                                                                                                                                    "
57603,126750,"Ethanethiol, 2-(ethylthio)-, S-ester with O,O-diethylphosphorothioate                                                                                                                                                                                        "
57603,126750,"S-(2-(Ethylthio)ethyl O,O-diethyl thiophosphate                                                                                                                                                                                                              "
57603,126750,"O,O-Diaethyl-S(2-aethyltio-aethyl)monothiophosphat (USSR)                                                                                                                                                                                                    "
57603,126750,"PO-systox                                                                                                                                                                                                                                                    "
57603,126750,"Demeton-S                                                                                                                                                                                                                                                    "
57603,126750,"O,O-Dietil-S-(2-etiltio-etil) monotiofosfato                                                                                                                                                                                                                 "
57603,126750,"Demeton-S                                                                                                                                                                                                                                                    "
57603,126750,"O,O-Diethyl-S-(2-ethylthio-ethyl)-monothiofosfaat                                                                                                                                                                                                            "
57603,126750,"Isodemeton                                                                                                                                                                                                                                                   "
57603,126750,"O,O-diethyl S-[2-(ethylthio)-ethyl]phosphorothioate                                                                                                                                                                                                          "
57603,126750,"Thiol Systox                                                                                                                                                                                                                                                 "
57603,126750,"Isosystox                                                                                                                                                                                                                                                    "
57603,126750,"O,O-Diethyl-S-ethyl-2-ethylmercaptophosphorothiolate                                                                                                                                                                                                         "
57603,126750,"Phosphorothioic acid, O,O-diethyl S-(2-ethylthio)ethyl ester                                                                                                                                                                                                 "
57603,126750,"Thiophosphate de O,O-diethyle et de S-(2-ethylthioethyle)                                                                                                                                                                                                    "
57603,126750,"disulfoton oxygen analog                                                                                                                                                                                                                                     "
57603,126750,"Diethyl-S-(2-(ethylthio)ethyl)phosphorothiolate                                                                                                                                                                                                              "
57603,126750,"Demeton-S                                                                                                                                                                                                                                                    "
57603,126750,"S-(2-(Ethylthio)ethyl phosphoric acid, O,O-diethyl ester                                                                                                                                                                                                     "
57603,126750,"Systox thiol                                                                                                                                                                                                                                                 "
57603,126750,"Thiolodemeton                                                                                                                                                                                                                                                "
57603,126750,"O,O-Diethyl S-(2-(ethylthio)ethyl) phosphorothioate                                                                                                                                                                                                          "
57603,126750,"O,O-Diethyl S-(2-ethioethyl)phosphorothioate                                                                                                                                                                                                                 "
57603,126750,"Mercaptofos teolery                                                                                                                                                                                                                                          "
57701,121755,"ENT 17034                                                                                                                                                                                                                                                    "
57701,121755,"O,O-Dimethyl dithiophosphate of diethyl mercaptosuccinate                                                                                                                                                                                                    "
57701,121755,"Fosfothion                                                                                                                                                                                                                                                   "
57701,121755,"Malathion  (NO INERT USE)                                                                                                                                                                                                                                    "
57701,121755,"ForMal                                                                                                                                                                                                                                                       "
57701,121755,"Butanedioic acid, ((dimethoxyphosphinothioyl)thio)-, diethyl ester                                                                                                                                                                                           "
57701,121755,"Emmatos                                                                                                                                                                                                                                                      "
57701,121755,"Karbofos                                                                                                                                                                                                                                                     "
57701,121755,"Malathion  (NO INERT USE)                                                                                                                                                                                                                                    "
57701,121755,"Cythion                                                                                                                                                                                                                                                      "
57701,121755,"S-(1,2-Dicarboethoxyethyl) O,O-dimethyl phosphorodithioate                                                                                                                                                                                                   "
57701,121755,"Celthion                                                                                                                                                                                                                                                     "
57701,121755,"Diethyl mercaptosuccinate, O,O-dimethyl dithiophosphate, S-ester                                                                                                                                                                                             "
57701,121755,"Malaspray                                                                                                                                                                                                                                                    "
57701,121755,"Succinic acid, mercapto-, diethyl ester, S-ester with O,O-dimethyl phosphorodithioate                                                                                                                                                                        "
57701,121755,"Diethyl mercaptosuccinic acid, S-ester of O,O-dimethyl phosphorodithioate                                                                                                                                                                                    "
57701,121755,"((Dimethoxyphosphinothioyl)thio)butanedioic acid, diethyl ester                                                                                                                                                                                              "
57701,121755,"Dithiophosphoric acid, S-(1,2-dicarboxyethyl)-O,O-dimethyl ester                                                                                                                                                                                             "
57701,121755,"Detmol MA                                                                                                                                                                                                                                                    "
57701,121755,"Dicarbethoxyethyl-O,O-dimethyldithiophosphate                                                                                                                                                                                                                "
57701,121755,"Ethiolacar                                                                                                                                                                                                                                                   "
57701,121755,"Malathion  (NO INERT USE)                                                                                                                                                                                                                                    "
57701,121755,"Carbofos                                                                                                                                                                                                                                                     "
57701,121755,"Etiol                                                                                                                                                                                                                                                        "
57701,121755,"Calmathion                                                                                                                                                                                                                                                   "
57701,121755,"Emmatos extra                                                                                                                                                                                                                                                "
57701,121755,"AC 4049                                                                                                                                                                                                                                                      "
57701,121755,"Malathion  (NO INERT USE)                                                                                                                                                                                                                                    "
57701,121755,"O,O-Dimethyl phosphorodithioate of diethyl mercaptosuccinate                                                                                                                                                                                                 "
57701,121755,"Phosphorodithioic acid, O,O-dimethyl ester, S-ester with diethyl mercaptosuccinate                                                                                                                                                                           "
57701,121755,"Diethyl mercaptosuccinate, S-ester with O,O-dimethyl phosphorodithioate                                                                                                                                                                                      "
57702,26087478,"Iprobenfos                                                                                                                                                                                                                                                   "
57702,26087478,"Phosphorothioic acid, S-benzyl O,O-diisopropyl ester                                                                                                                                                                                                         "
57702,26087478,"O,O-Diisopropyl-S-benzylthiophosphate                                                                                                                                                                                                                        "
57702,26087478,"O,O-Bis(1-methylethyl) S-phenylmethyl phosphorothioate                                                                                                                                                                                                       "
57702,26087478,"S-Benzyl diisopropyl phosphorothioate                                                                                                                                                                                                                        "
57801,72435,"Dimpylatum                                                                                                                                                                                                                                                   "
57801,72435,"Kayazol                                                                                                                                                                                                                                                      "
57801,72435,"O,O-Diethyl O-(2-isopropyl-6-methyl-4-pyrimidinyl) phosphorothioate                                                                                                                                                                                          "
57801,72435,"Dipofene                                                                                                                                                                                                                                                     "
57801,72435,"Basudin                                                                                                                                                                                                                                                      "
57801,72435,"Nipsan                                                                                                                                                                                                                                                       "
57801,72435,"Nucidol                                                                                                                                                                                                                                                      "
57801,72435,"NCI-C08673                                                                                                                                                                                                                                                   "
57801,72435,"Exodin                                                                                                                                                                                                                                                       "
57801,72435,"Diazitol                                                                                                                                                                                                                                                     "
57801,72435,"Dyzol                                                                                                                                                                                                                                                        "
57801,72435,"Dianon                                                                                                                                                                                                                                                       "
57801,72435,"Phosphorothioic acid, O,O-diethyl O-(2-isopropyl-6-methyl-4-pyrimidinyl) ester                                                                                                                                                                               "
57801,72435,"Galesan                                                                                                                                                                                                                                                      "
57801,72435,"Kayazinon                                                                                                                                                                                                                                                    "
57801,72435,"Phosphorothioic acid, O,O-diethyl O-(6-methyl-2-(1-methylethyl)-4-pyrimidinyl) ester                                                                                                                                                                         "
57801,72435,"Gardentox                                                                                                                                                                                                                                                    "
57801,72435,"Alfa-Tox, component of  (with 034001)                                                                                                                                                                                                                        "
57801,72435,"Dazzel                                                                                                                                                                                                                                                       "
57801,72435,"Diaterr-Fos                                                                                                                                                                                                                                                  "
57801,72435,"Antigal                                                                                                                                                                                                                                                      "
57801,72435,"Neocidol                                                                                                                                                                                                                                                     "
57801,72435,"Drawizon                                                                                                                                                                                                                                                     "
57801,72435,"ENT 19507                                                                                                                                                                                                                                                    "
57801,72435,"O-(2-Isopropyl-4-methylpyrimidyl) O,O-diethyl phosphorothioate                                                                                                                                                                                               "
57801,72435,"SAN I 201                                                                                                                                                                                                                                                    "
57801,72435,"Dizinon                                                                                                                                                                                                                                                      "
