"regnum","pccode","pcpct","prodname"
482200065,76902,5000,"RAID MOUSE KILLER BAGS HANDY NEW BAIT BAGS KILL MICE DEAD             "
482200067,43302,20000,"SPORTS-GUARD PRESSURIZED INSECT REPELLENT                             "
482200067,80301,150000,"SPORTS-GUARD PRESSURIZED INSECT REPELLENT                             "
482200069,47802,10000,"JOHNSON RAID RESIDUAL LIQUID                                          "
482200070,1501,500500,"PROBE SPRAY DISINFECTANT                                              "
482200070,69104,160,"PROBE SPRAY DISINFECTANT                                              "
482200070,69111,160,"PROBE SPRAY DISINFECTANT                                              "
482200070,83501,52000,"PROBE SPRAY DISINFECTANT                                              "
482200071,67501,12500,"RAID POWER GUARD 2-WAY BUG KILLER                                     "
482200071,69001,2500,"RAID POWER GUARD 2-WAY BUG KILLER                                     "
482200072,67501,10500,"NEW FORMULA RAID HOUSE & GARDEN BUG KILLER                            "
482200072,69001,1760,"NEW FORMULA RAID HOUSE & GARDEN BUG KILLER                            "
482200072,69003,810,"NEW FORMULA RAID HOUSE & GARDEN BUG KILLER                            "
482200073,57001,9800,"RAID FLEA KILLER                                                      "
482200073,67501,10000,"RAID FLEA KILLER                                                      "
482200073,69001,1400,"RAID FLEA KILLER                                                      "
482200073,69003,630,"RAID FLEA KILLER                                                      "
482200074,1501,625500,"VIREX SPRAY DISINFECTANT                                              "
482200074,69104,650,"VIREX SPRAY DISINFECTANT                                              "
482200074,69111,650,"VIREX SPRAY DISINFECTANT                                              "
482200076,34001,10000,"RAID YARD GUARD OUTDOOR FOGGER                                        "
482200076,46301,10000,"RAID YARD GUARD OUTDOOR FOGGER                                        "
482200076,63503,1400,"RAID YARD GUARD OUTDOOR FOGGER                                        "
482200076,67501,10000,"RAID YARD GUARD OUTDOOR FOGGER                                        "
482200076,69003,2100,"RAID YARD GUARD OUTDOOR FOGGER                                        "
482200079,69003,880000,"NEOPYNAMIN                                                            "
482200080,84001,2e+05,"RAID ROOM GUARD VAPORIZING STRIP INSECTICIDE                          "
482200082,34001,10000,"STAMPEDE OUTDOOR FOGGER                                               "
482200082,46301,10000,"STAMPEDE OUTDOOR FOGGER                                               "
482200082,67501,10000,"STAMPEDE OUTDOOR FOGGER                                               "
482200082,69001,2000,"STAMPEDE OUTDOOR FOGGER                                               "
482200084,47802,10000,"BOLT ANT AND ROACH KILLER                                             "
482200085,67501,16000,"BOLT SUPER KNOCK-OUT FLYING INSECT KILLER                             "
482200085,69003,7200,"BOLT SUPER KNOCK-OUT FLYING INSECT KILLER                             "
482200088,1501,370000,"GLADE SPRAY DISINFECTANT                                              "
482200088,69104,500,"GLADE SPRAY DISINFECTANT                                              "
482200088,69111,500,"GLADE SPRAY DISINFECTANT                                              "
482200088,83501,80000,"GLADE SPRAY DISINFECTANT                                              "
482200092,69001,3700,"RAID MOSQUITO REPELLENT COIL                                          "
482200092,69002,386300,"RAID MOSQUITO REPELLENT COIL                                          "
482200092,69004,581600,"RAID MOSQUITO REPELLENT COIL                                          "
482200094,1501,370000,"VIREX 69/70 DISINFECTANT SPRAY                                        "
482200094,69104,500,"VIREX 69/70 DISINFECTANT SPRAY                                        "
482200094,69111,500,"VIREX 69/70 DISINFECTANT SPRAY                                        "
482200094,83501,80000,"VIREX 69/70 DISINFECTANT SPRAY                                        "
482200095,47802,5000,"NEW FORMULA RAID ANT AND ROACH KILLER                                 "
482200095,84001,2500,"NEW FORMULA RAID ANT AND ROACH KILLER                                 "
482200096,47802,5000,"NEW FORMULA RAID LIQUID ANT & ROACH KILLER                            "
482200096,84001,2500,"NEW FORMULA RAID LIQUID ANT & ROACH KILLER                            "
482200098,4001,3500,"RAID MOSQUITO COIL (ALLETHRIN FORMULA) /ARGENTINA                     "
482200098,4002,980400,"RAID MOSQUITO COIL (ALLETHRIN FORMULA) /ARGENTINA                     "
482200099,4003,2000,"RAID YARD GUARD OUTDOOR FOGGER                                        "
482200099,46301,10000,"RAID YARD GUARD OUTDOOR FOGGER                                        "
482200099,97801,850,"RAID YARD GUARD OUTDOOR FOGGER                                        "
482200100,47802,10000,"JOHNSON BUGGY WHIP RESIDUAL CRAWLING INSECT KILLER                    "
482200101,47802,4750,"RAID WASP AND HORNET KILLER                                           "
482200101,69003,2520,"RAID WASP AND HORNET KILLER                                           "
482200108,4001,3500,"RAID MOSQUITO COIL ALLETHRIN FORMULA/PHILLIPPINES                     "
482200109,62201,47900,"EXPOSE PHENOLIC CLEANER                                               "
482200109,64101,44100,"EXPOSE PHENOLIC CLEANER                                               "
482200109,64103,25300,"EXPOSE PHENOLIC CLEANER                                               "
482200110,47802,6650,"RAID LIQUID ANT & ROACH KILLER                                        "
482200110,84001,2000,"RAID LIQUID ANT & ROACH KILLER                                        "
482200111,47802,6650,"RAID ANT & ROACH KILLER                                               "
482200111,84001,2000,"RAID ANT & ROACH KILLER                                               "
482200112,64104,940,"JOHNSON WAX BIG WALLY WALL WASHER                                     "
482200113,4003,3000,"JOHNSON RAID HOUSEHOLD FLYING INSECT KILLER                           "
482200113,57001,10000,"JOHNSON RAID HOUSEHOLD FLYING INSECT KILLER                           "
482200113,67501,6000,"JOHNSON RAID HOUSEHOLD FLYING INSECT KILLER                           "
482200115,47802,9500,"JOHNSON RAID EXTERMINATOR STRENGTH LIQUID ANT & ROACH KILLER          "
482200119,80301,2e+05,"JOHNSON WAX DEEP WOODS FORMULA OFF! FLY & MOSQUITO REPELLENT          "
482200120,1501,242380,"JOHNSON END BAC II PRESSURIZED DISINFECTANT SPRAY                     "
482200120,47501,242370,"JOHNSON END BAC II PRESSURIZED DISINFECTANT SPRAY                     "
482200120,69104,650,"JOHNSON END BAC II PRESSURIZED DISINFECTANT SPRAY                     "
482200120,69111,650,"JOHNSON END BAC II PRESSURIZED DISINFECTANT SPRAY                     "
482200122,97801,4200,"JOHNSON YARD MASTER FOAM INSECT KILLER                                "
482200123,36101,17500,"JOHNSON YARD MASTER GARDEN WEED PREVENTER                             "
482200124,29804,15100,"JOHNSON YARD MASTER FOAM LAWN WEED KILLER                             "
482200124,30016,29800,"JOHNSON YARD MASTER FOAM LAWN WEED KILLER                             "
482200125,43302,10000,"JOHNSON DEEP WOODS FORMULA OFF!                                       "
482200125,57001,40000,"JOHNSON DEEP WOODS FORMULA OFF!                                       "
482200125,80301,3e+05,"JOHNSON DEEP WOODS FORMULA OFF!                                       "
482200126,47802,7500,"RAID LIQUID ANT AND ROACH KILLER FORMULA II                           "
482200127,47802,7500,"RAID ANT AND ROACH KILLER FORMULA II                                  "
482200128,83902,5e+05,"JOHNSON'S KNOCK-OUT LIQUID BACTERICIDE  1                             "
482200129,43302,10000,"JOHNSON DEEP WOODS FORMULA GEL OFF! FLY AND MOSQUITO REPELLENT        "
482200129,57001,40000,"JOHNSON DEEP WOODS FORMULA GEL OFF! FLY AND MOSQUITO REPELLENT        "
482200129,80301,3e+05,"JOHNSON DEEP WOODS FORMULA GEL OFF! FLY AND MOSQUITO REPELLENT        "
482200131,59101,2500,"RAID AQUEOUS ANT AND ROACH KILLER                                     "
482200131,67501,4000,"RAID AQUEOUS ANT AND ROACH KILLER                                     "
482200131,69001,800,"RAID AQUEOUS ANT AND ROACH KILLER                                     "
482200133,67501,12500,"IMPROVED FORMULA RAID HOUSE & GARDEN BUG KILLER                       "
482200133,69001,2500,"IMPROVED FORMULA RAID HOUSE & GARDEN BUG KILLER                       "
482200135,57001,16700,"RAID AUTOMATIC INDOOR FOGGER                                          "
482200135,67501,10000,"RAID AUTOMATIC INDOOR FOGGER                                          "
482200135,69001,5000,"RAID AUTOMATIC INDOOR FOGGER                                          "
482200136,4003,1250,"RAID FORMULA II INSECT KILLER                                         "
482200136,97801,2000,"RAID FORMULA II INSECT KILLER                                         "
482200139,4003,5000,"RAID HOUSEHOLD FLYING INSECT KILLER FORMULA 1                         "
482200139,97801,850,"RAID HOUSEHOLD FLYING INSECT KILLER FORMULA 1                         "
482200140,67501,5000,"RAID FORMULA IV FLYING INSECT KILLER                                  "
482200140,69001,1500,"RAID FORMULA IV FLYING INSECT KILLER                                  "
482200140,97801,1500,"RAID FORMULA IV FLYING INSECT KILLER                                  "
482200141,4003,1620,"RAID FLYING INSECT KILLER FORMULA III                                 "
482200141,67501,5000,"RAID FLYING INSECT KILLER FORMULA III                                 "
482200141,97801,1700,"RAID FLYING INSECT KILLER FORMULA III                                 "
482200142,43302,10800,"DEEP WOODS FORMULA OFF! FLY & MOSQUITO REPELLENT TOWELETTES           "
482200142,57001,43100,"DEEP WOODS FORMULA OFF! FLY & MOSQUITO REPELLENT TOWELETTES           "
482200142,80301,323100,"DEEP WOODS FORMULA OFF! FLY & MOSQUITO REPELLENT TOWELETTES           "
482200144,43302,10000,"JOHNSON WAX DEEP WOODS FORMULA OFF PRESSURIZED FLY AND MOSQUITO RE    "
482200144,47201,5000,"JOHNSON WAX DEEP WOODS FORMULA OFF PRESSURIZED FLY AND MOSQUITO RE    "
482200144,57001,40000,"JOHNSON WAX DEEP WOODS FORMULA OFF PRESSURIZED FLY AND MOSQUITO RE    "
482200144,80301,2e+05,"JOHNSON WAX DEEP WOODS FORMULA OFF PRESSURIZED FLY AND MOSQUITO RE    "
482200145,69001,3700,"JOHNSON YARD MASTER FOAM VEGETABLE GARDEN INSECT KILLER               "
482200146,32101,50000,"RAID PRESSURIZED MOTHPROOFER                                          "
482200146,63503,7e+05,"RAID PRESSURIZED MOTHPROOFER                                          "
482200148,84301,114800,"JOHNSON YARD MASTER FOAM CRABGRASS PREVENTER                          "
482200152,59101,5000,"RAID TREATMENT FOR CRAWLING INSECTS                                   "
482200153,59101,5000,"JOHNSON BUGGY WHIP DUAL ACTION ROACH BAIT                             "
482200155,69001,2000,"PRODUCT 29 GARDEN INSECT KILLER                                       "
482200156,59101,5000,"RAID WATER-BASED RESIDUAL LIQUID                                      "
482200158,1501,196760,"JOHNSON WAX END BAC II LIQUID DISINFECTANT SPRAY                      "
482200158,69104,875,"JOHNSON WAX END BAC II LIQUID DISINFECTANT SPRAY                      "
482200158,69111,875,"JOHNSON WAX END BAC II LIQUID DISINFECTANT SPRAY                      "
482200160,80301,180000,"OFF! FORMULA III LIQUID SPRAY INSECT REPELLENT                        "
482200161,4003,1900,"RAID YARD GUARD OUTDOOR FOGGER FORMULA II                             "
482200161,46301,10000,"RAID YARD GUARD OUTDOOR FOGGER FORMULA II                             "
482200161,97801,750,"RAID YARD GUARD OUTDOOR FOGGER FORMULA II                             "
482200162,4005,5000,"RAID HOUSEHOLD FLYING INSECT KILLER FORMULA 2                         "
482200162,97801,750,"RAID HOUSEHOLD FLYING INSECT KILLER FORMULA 2                         "
482200163,4003,1500,"RAID HOUSE & GARDEN BUG KILLER ALL SEASONS FORMULA                    "
482200163,97801,2000,"RAID HOUSE & GARDEN BUG KILLER ALL SEASONS FORMULA                    "
482200164,41001,3e+05,"OFF! INSECT REPELLENT IV                                              "
482200165,4003,2500,"RAID HOUSE & GARDEN BUG KILLER V                                      "
482200165,97801,1000,"RAID HOUSE & GARDEN BUG KILLER V                                      "
482200166,43302,10000,"DEEP WOODS OFF! FLY AND MOSQUITO REPELLENT FORMULA III                "
482200166,57001,39200,"DEEP WOODS OFF! FLY AND MOSQUITO REPELLENT FORMULA III                "
482200166,80301,300800,"DEEP WOODS OFF! FLY AND MOSQUITO REPELLENT FORMULA III                "
482200167,80301,250000,"OFF! INSECT REPELLENT FORMULA V                                       "
482200169,69001,500,"RAID INDOOR FOGGER                                                    "
482200169,84001,5000,"RAID INDOOR FOGGER                                                    "
482200171,59101,2500,"RAID ROACH & ANT KILLER                                               "
482200171,69003,1350,"RAID ROACH & ANT KILLER                                               "
482200172,4003,5000,"RAID HOUSEHOLD FLYING INSECT KILLER FORMULA 3                         "
482200172,69005,720,"RAID HOUSEHOLD FLYING INSECT KILLER FORMULA 3                         "
482200173,4005,4800,"RAID HOUSEHOLD FLYING INSECT KILLER FORMULA 4                         "
482200173,69005,720,"RAID HOUSEHOLD FLYING INSECT KILLER FORMULA 4                         "
482200174,80301,150000,"OFF! INSECT REPELLENT FORMULA VI                                      "
482200175,59101,2500,"RAID FORMULA 34 INSECT SPRAY                                          "
482200175,67501,4000,"RAID FORMULA 34 INSECT SPRAY                                          "
482200175,69001,800,"RAID FORMULA 34 INSECT SPRAY                                          "
482200176,59101,2500,"RAID FORMULA 33 INSECT SPRAY                                          "
482200177,59101,5000,"RAID FORMULA 32 INSECT SPRAY                                          "
482200178,59101,2500,"RAID FORMULA 36 INSECT SPRAY                                          "
482200178,67501,4000,"RAID FORMULA 36 INSECT SPRAY                                          "
482200178,69001,800,"RAID FORMULA 36 INSECT SPRAY                                          "
482200179,59101,5000,"INSECT SPRAY FOR CRAWLING INSECTS                                     "
482200180,57001,16700,"RAID INDOOR FOGGER II                                                 "
482200180,67501,10000,"RAID INDOOR FOGGER II                                                 "
482200180,69001,500,"RAID INDOOR FOGGER II                                                 "
482200180,69003,5400,"RAID INDOOR FOGGER II                                                 "
482200180,69005,4050,"RAID INDOOR FOGGER II                                                 "
482200181,4005,2390,"RAID HOUSE & GARDEN BUG KILLER FORMULA 8                              "
482200181,97801,1000,"RAID HOUSE & GARDEN BUG KILLER FORMULA 8                              "
482200182,59101,5000,"RAID HOUSEHOLD ROACH & ANT KILLER                                     "
482200182,69003,2700,"RAID HOUSEHOLD ROACH & ANT KILLER                                     "
482200183,4003,3000,"RAID FORMULA 5249 MULTI-PURPOSE BUG KILLER                            "
482200183,97801,1000,"RAID FORMULA 5249 MULTI-PURPOSE BUG KILLER                            "
482200184,4005,1900,"RAID YARD GUARD OUTDOOR FOGGER III                                    "
482200184,46301,10000,"RAID YARD GUARD OUTDOOR FOGGER III                                    "
482200184,69005,720,"RAID YARD GUARD OUTDOOR FOGGER III                                    "
482200185,4003,2160,"RAID YARD GUARD OUTDOOR FOGGER IV                                     "
482200185,46301,10000,"RAID YARD GUARD OUTDOOR FOGGER IV                                     "
482200185,69005,750,"RAID YARD GUARD OUTDOOR FOGGER IV                                     "
482200186,4003,3000,"RAID FORMULA D39 MULTI-PURPOSE BUG KILLER                             "
482200186,97801,1000,"RAID FORMULA D39 MULTI-PURPOSE BUG KILLER                             "
482200187,4003,2700,"JOHNSON WAX RAID LIQUID FLYING INSECT KILLER                          "
482200187,97801,1000,"JOHNSON WAX RAID LIQUID FLYING INSECT KILLER                          "
482200188,4003,2700,"RAID LIQUID FLYING INSECT KILLER FORMULA I                            "
482200188,97801,1000,"RAID LIQUID FLYING INSECT KILLER FORMULA I                            "
482200189,59101,2500,"RAID LIQUID ROACH & ANT KILLER FORMULA I                              "
482200189,67501,4000,"RAID LIQUID ROACH & ANT KILLER FORMULA I                              "
482200189,69001,800,"RAID LIQUID ROACH & ANT KILLER FORMULA I                              "
482200190,43302,10000,"6100 FORMULA 1 FLY AND MOSQUITO REPELLENT GEL                         "
482200190,57001,40000,"6100 FORMULA 1 FLY AND MOSQUITO REPELLENT GEL                         "
482200190,80301,5e+05,"6100 FORMULA 1 FLY AND MOSQUITO REPELLENT GEL                         "
482200191,41001,150000,"6100 FORMULA 2 FLY AND MOSQUITO REPELLENT GEL                         "
482200191,80301,350000,"6100 FORMULA 2 FLY AND MOSQUITO REPELLENT GEL                         "
482200192,28002,1e+05,"6100 FORMULA 3 FLY & MOSQUITO REPELLENT GEL                           "
482200192,43302,10000,"6100 FORMULA 3 FLY & MOSQUITO REPELLENT GEL                           "
482200192,57001,40000,"6100 FORMULA 3 FLY & MOSQUITO REPELLENT GEL                           "
482200192,80301,350000,"6100 FORMULA 3 FLY & MOSQUITO REPELLENT GEL                           "
482200193,28002,150000,"6100 FORMULA 6 FLY AND MOSQUITO REPELLENT GEL                         "
482200193,41001,1e+05,"6100 FORMULA 6 FLY AND MOSQUITO REPELLENT GEL                         "
482200193,80301,250000,"6100 FORMULA 6 FLY AND MOSQUITO REPELLENT GEL                         "
482200194,28002,1e+05,"6100 FORMULA 7 FLY AND MOSQUITO REPELLENT GEL                         "
482200194,41001,1e+05,"6100 FORMULA 7 FLY AND MOSQUITO REPELLENT GEL                         "
482200194,80301,3e+05,"6100 FORMULA 7 FLY AND MOSQUITO REPELLENT GEL                         "
482200195,43302,10000,"JOHNSON WAX 6017 FORMULA 1 INSECT REPELLENT                           "
482200195,57001,40000,"JOHNSON WAX 6017 FORMULA 1 INSECT REPELLENT                           "
482200195,80301,3e+05,"JOHNSON WAX 6017 FORMULA 1 INSECT REPELLENT                           "
482200196,43302,10000,"6017 FORMULA 2 INSECT REPELLENT                                       "
482200196,57001,40000,"6017 FORMULA 2 INSECT REPELLENT                                       "
482200196,80301,250000,"6017 FORMULA 2 INSECT REPELLENT                                       "
482200197,80301,350000,"6017 FORMULA 3 INSECT REPELLENT                                       "
482200198,43302,50000,"6017 FORMULA 4 INSECT REPELLENT                                       "
482200198,80301,250000,"6017 FORMULA 4 INSECT REPELLENT                                       "
482200199,28002,1e+05,"6017 FORMULA 5 INSECT REPELLENT                                       "
482200199,80301,250000,"6017 FORMULA 5 INSECT REPELLENT                                       "
482200200,41001,1e+05,"6017 FORMULA 6 INSECT REPELLENT                                       "
482200200,43302,10000,"6017 FORMULA 6 INSECT REPELLENT                                       "
482200200,80301,250000,"6017 FORMULA 6 INSECT REPELLENT                                       "
482200201,43302,10000,"JOHNSON WAX 6017 FORMULA 8 INSECT REPELLENT                           "
482200201,80301,240000,"JOHNSON WAX 6017 FORMULA 8 INSECT REPELLENT                           "
482200202,28002,2e+05,"6017 FORMULA 9 INSECT REPELLENT                                       "
482200202,80301,2e+05,"6017 FORMULA 9 INSECT REPELLENT                                       "
482200203,41001,1e+05,"JOHNSON WAX 6017 FORMULA 10 INSECT REPELLENT                          "
482200203,80301,2e+05,"JOHNSON WAX 6017 FORMULA 10 INSECT REPELLENT                          "
482200204,80301,3e+05,"JOHNSON WAX 6017 F0RMULA 7 INSECT REPELLENT                           "
482200205,80301,150000,"FORMULA 6099  1 INSECT REPELLENT                                      "
482200206,80301,250000,"FORMULA 6099  2 INSECT REPELLENT                                      "
482200207,80301,2e+05,"FORMULA 6099  3 INSECT REPELLENT                                      "
482200208,43302,10000,"FORMULA 6099  4 INSECT REPELLENT                                      "
482200208,80301,240000,"FORMULA 6099  4 INSECT REPELLENT                                      "
482200209,43302,10000,"FORMULA 6099  5 INSECT REPELLENT                                      "
482200209,57001,40000,"FORMULA 6099  5 INSECT REPELLENT                                      "
482200209,80301,3e+05,"FORMULA 6099  5 INSECT REPELLENT                                      "
482200213,59101,1000,"RAID FORMULA D147 FOR CRAWLING INSECTS                                "
482200213,69003,3000,"RAID FORMULA D147 FOR CRAWLING INSECTS                                "
482200214,97801,3700,"RAID GYPSY MOTH & JAPANESE BEETLE KILLER                              "
482200215,80301,1e+06,"MAXIMUM STRENGTH DEEP WOODS OFF!                                      "
482200216,80301,995000,"MAXIMUM STRENGTH DEEP WOODS OFF! II                                   "
482200217,80301,750000,"JOHNSON WAX DEEP WOODS OFF! III                                       "
482200218,59101,2500,"RAID ROACH & ANT KILLER FORMULA III                                   "
482200218,69003,2700,"RAID ROACH & ANT KILLER FORMULA III                                   "
482200219,59101,2500,"RAID ROACH & ANT KILLER FORMULA IV                                    "
482200219,69001,1500,"RAID ROACH & ANT KILLER FORMULA IV                                    "
482200220,57001,16700,"RAID INDOOR FOGGER FORMULA IV                                         "
482200220,67501,10000,"RAID INDOOR FOGGER FORMULA IV                                         "
482200220,69001,5000,"RAID INDOOR FOGGER FORMULA IV                                         "
482200224,47802,4750,"RAID WASP & HORNET KILLER III                                         "
482200224,69003,3690,"RAID WASP & HORNET KILLER III                                         "
482200226,59101,5000,"RAID TREE GUARD SPRAY                                                 "
482200228,57001,16700,"RAID INDOOR FOGGER FORMULA VII                                        "
482200228,67501,10000,"RAID INDOOR FOGGER FORMULA VII                                        "
482200228,69001,5000,"RAID INDOOR FOGGER FORMULA VII                                        "
482200228,105401,1700,"RAID INDOOR FOGGER FORMULA VII                                        "
482200229,57001,16700,"RAID FOGGER FORMULA V                                                 "
482200229,67501,10000,"RAID FOGGER FORMULA V                                                 "
482200229,69001,5000,"RAID FOGGER FORMULA V                                                 "
482200229,105402,750,"RAID FOGGER FORMULA V                                                 "
482200230,59101,38100,"RAID OUTDOOR FLEA KILLER                                              "
482200231,59101,38000,"RAID GYPSY MOTH & JAPANESE BEETLE KILLER II                           "
482200231,97801,4200,"RAID GYPSY MOTH & JAPANESE BEETLE KILLER II                           "
482200232,59101,38000,"RAID GYPSY MOTH + JAPANESE BEETLE KILLER                              "
482200233,40509,1000,"MAXIMUM STRENGTH DEEP WOODS OFF MOSQUITO & FLY REPELLENT LOTION       "
482200233,80301,999000,"MAXIMUM STRENGTH DEEP WOODS OFF MOSQUITO & FLY REPELLENT LOTION       "
482200234,43302,10000,"6017 FORMULA II INSECT REPELLENT                                      "
482200234,57001,40000,"6017 FORMULA II INSECT REPELLENT                                      "
482200234,80301,350000,"6017 FORMULA II INSECT REPELLENT                                      "
482200235,43302,10000,"6017 FORMULA 12 INSECT REPELLENT                                      "
482200235,57001,40000,"6017 FORMULA 12 INSECT REPELLENT                                      "
482200235,80301,4e+05,"6017 FORMULA 12 INSECT REPELLENT                                      "
482200236,59101,2500,"RAID TREE GUARD SPRAY FORMULA II                                      "
482200236,67501,4000,"RAID TREE GUARD SPRAY FORMULA II                                      "
482200236,69001,800,"RAID TREE GUARD SPRAY FORMULA II                                      "
482200238,59101,5000,"RAID HOME INSECT KILLER FORMULA II                                    "
482200239,80301,4e+05,"6017 FORMULA 13 INSECT REPELLENT                                      "
482200240,80301,5e+05,"6017 FORMULA 14 INSECT REPELLENT                                      "
482200241,80301,750000,"6017 FORMULA 15 INSECT REPELLENT                                      "
482200242,80301,4e+05,"FORMULA 6099  8 INSECT REPELLENT                                      "
482200243,80301,5e+05,"FORMULA 6099  9 INSECT REPELLENT                                      "
482200244,80301,750000,"FORMULA 6099  10 INSECT REPELLENT                                     "
482200247,43302,10000,"DEEP WOODS OFF! INSECT REPELLENT FORMULA IV                           "
482200247,57001,40000,"DEEP WOODS OFF! INSECT REPELLENT FORMULA IV                           "
482200247,80301,2e+05,"DEEP WOODS OFF! INSECT REPELLENT FORMULA IV                           "
482200251,43302,10000,"FORMULA 6099  7 INSECT REPELLENT                                      "
