"regnum","pccode","pcpct","prodname"
4700000021,77901,5000,"RATON-LYN                                                             "
4700000021,86002,5000,"RATON-LYN                                                             "
4700000022,34001,50000,"ECONOMY MAL-THOX DUST                                                 "
4700000022,57701,40000,"ECONOMY MAL-THOX DUST                                                 "
4700000023,84001,5000,"ECONOMY READY-TO-USE 0.5% VAPONA INSECTICIDE SPRAY OR FOGGING SOLUTION"
4700000024,57701,570000,"ECONOMY'S 57% MALATHION EMULSIFIABLE CONCENTRATE                      "
4700000025,9001,19600,"ECONOMY STOCK-TOX PLUS                                                "
4700000025,63503,355400,"ECONOMY STOCK-TOX PLUS                                                "
4700000025,80501,450000,"ECONOMY STOCK-TOX PLUS                                                "
4700000025,86802,50000,"ECONOMY STOCK-TOX PLUS                                                "
4700000026,71003,16700,"PET DUST                                                              "
4700000026,71004,33300,"PET DUST                                                              "
4700000027,22101,140000,"COAL TAR DISINFECTANT COEF 5 FOR LIVESTOCK PREMISES                   "
4700000027,25001,610000,"COAL TAR DISINFECTANT COEF 5 FOR LIVESTOCK PREMISES                   "
4700000027,79009,150000,"COAL TAR DISINFECTANT COEF 5 FOR LIVESTOCK PREMISES                   "
4700000028,63503,653000,"2 LB. VAPONA INSECTICIDE EMULSIBLE CONCENTRATE                        "
4700000028,84001,237000,"2 LB. VAPONA INSECTICIDE EMULSIBLE CONCENTRATE                        "
4700000029,1501,25000,"ECONOMY SWIMMING POOL ALGAECIDE CONTAINING HYAMINE 3500               "
4700000029,69105,1e+05,"ECONOMY SWIMMING POOL ALGAECIDE CONTAINING HYAMINE 3500               "
4700000030,11901,475000,"ECONOMY PET POWDER                                                    "
4700000030,67501,10000,"ECONOMY PET POWDER                                                    "
4700000030,69001,1000,"ECONOMY PET POWDER                                                    "
4700000030,72602,472000,"ECONOMY PET POWDER                                                    "
4700000030,75301,23000,"ECONOMY PET POWDER                                                    "
4700000031,84001,5000,"ECONOMY VAPONA INSECTICIDE 0.5% SUGAR BAIT                            "
4700000032,86003,5400,"ECONOMY WARFARIN WATER SOLUBLE ON SUGAR                               "
4700000033,67501,10000,"PYRENONE TYPE DAIRY SPRAY                                             "
4700000033,69001,1000,"PYRENONE TYPE DAIRY SPRAY                                             "
4700000034,6601,711800,"CENTRAL STATES DAIRY CO-OPERATIVE CIODRIN-VAPONA CONCENTRATE          "
4700000034,58801,150000,"CENTRAL STATES DAIRY CO-OPERATIVE CIODRIN-VAPONA CONCENTRATE          "
4700000034,84001,10700,"CENTRAL STATES DAIRY CO-OPERATIVE CIODRIN-VAPONA CONCENTRATE          "
4700000035,67501,6e+05,"DAIRY AND LIVESTOCK SPRAY EMULSIFIABLE PYRENONE CONCENTRATE           "
4700000035,69001,60000,"DAIRY AND LIVESTOCK SPRAY EMULSIFIABLE PYRENONE CONCENTRATE           "
4700000036,63503,1e+05,"VAPONA INSECTICIDE FOGGING CONCENTRATE                                "
4700000036,84001,9e+05,"VAPONA INSECTICIDE FOGGING CONCENTRATE                                "
4700000037,57701,50000,"ECONOMY MALATHION 5% DUST INSECTICIDE                                 "
4700000038,77901,250,"RIDZ RAT AND MOUSE KILLER BAIT PACKETS                                "
4700000038,86002,250,"RIDZ RAT AND MOUSE KILLER BAIT PACKETS                                "
4700000039,6602,646700,"ECONOMY CI-PONA SPRAY CONCENTRATE                                     "
4700000039,58801,147800,"ECONOMY CI-PONA SPRAY CONCENTRATE                                     "
4700000039,84001,100500,"ECONOMY CI-PONA SPRAY CONCENTRATE                                     "
4700000040,6501,359100,"MALATOX LIVESTOCK SPRAY & DIP                                         "
4700000040,57701,43000,"MALATOX LIVESTOCK SPRAY & DIP                                         "
4700000040,80501,5e+05,"MALATOX LIVESTOCK SPRAY & DIP                                         "
4700000041,34001,250000,"25% METHOXYCHLOR EMULSIFIABLE INSECTICIDE                             "
4700000042,58301,10000,"ECONOMY HOUSEHOLD SPRAY CNTNS. KORLAN                                 "
4700000042,63503,982000,"ECONOMY HOUSEHOLD SPRAY CNTNS. KORLAN                                 "
4700000042,67501,2500,"ECONOMY HOUSEHOLD SPRAY CNTNS. KORLAN                                 "
4700000042,69001,500,"ECONOMY HOUSEHOLD SPRAY CNTNS. KORLAN                                 "
4700000043,84001,10000,"ECONOMY FLY BAIT 1% VAPONA INSECTICIDE                                "
4700000044,57001,5000,"HOME-GARDEN AND PET INSECTICIDE                                       "
4700000044,67501,5000,"HOME-GARDEN AND PET INSECTICIDE                                       "
4700000044,69001,2500,"HOME-GARDEN AND PET INSECTICIDE                                       "
4700000045,57701,50000,"MALACIDE DRY INSECTICIDE                                              "
4700000046,58301,5000,"FLY DEAD SCATTER BAIT                                                 "
4700000046,84001,2500,"FLY DEAD SCATTER BAIT                                                 "
4700000047,36501,10000,"POLY-COAT BEEF AND DAIRY CATTLE DUSTER CONTAINS CO-RAL                "
4700000048,54002,5e+05,"STOCK TOX V TOXAPHENE PLUS VAPONA (R)EMULSIFIABLE INSECTICIDE         "
4700000048,80501,350000,"STOCK TOX V TOXAPHENE PLUS VAPONA (R)EMULSIFIABLE INSECTICIDE         "
4700000048,84001,15000,"STOCK TOX V TOXAPHENE PLUS VAPONA (R)EMULSIFIABLE INSECTICIDE         "
4700000048,86802,38900,"STOCK TOX V TOXAPHENE PLUS VAPONA (R)EMULSIFIABLE INSECTICIDE         "
4700000049,6501,195000,"STOCK TOX DIP CONCENTRATE                                             "
4700000049,80501,611000,"STOCK TOX DIP CONCENTRATE                                             "
4700000049,86802,68000,"STOCK TOX DIP CONCENTRATE                                             "
4700000050,6501,363600,"TOXAPHENE DIP CONCENTRATE                                             "
4700000050,80501,586400,"TOXAPHENE DIP CONCENTRATE                                             "
4700000052,84001,10000,"VAPONA INSECTICIDE CONTAINS 1% VAPONA (DDVP)                          "
4700000053,57001,2000,"FLY WIPE-A-WAY (FOR HORSES)                                           "
4700000053,67501,1000,"FLY WIPE-A-WAY (FOR HORSES)                                           "
4700000053,69001,600,"FLY WIPE-A-WAY (FOR HORSES)                                           "
4700000054,47201,2000,"DAIRY CATTLE SPRAY                                                    "
4700000054,57001,1600,"DAIRY CATTLE SPRAY                                                    "
4700000054,67501,1000,"DAIRY CATTLE SPRAY                                                    "
4700000054,69001,500,"DAIRY CATTLE SPRAY                                                    "
4700000054,84001,5000,"DAIRY CATTLE SPRAY                                                    "
4700000056,58801,2500,"LIVESTOCK-DAIRY SPRAY AND FOG                                         "
4700000057,80501,50000,"DRY TOX                                                               "
4700000060,57001,3000,"HOUSEHOLD INSECTICIDE (WITH DURSAN*)                                  "
4700000060,59101,5000,"HOUSEHOLD INSECTICIDE (WITH DURSAN*)                                  "
4700000060,67501,2000,"HOUSEHOLD INSECTICIDE (WITH DURSAN*)                                  "
4700000060,69001,1000,"HOUSEHOLD INSECTICIDE (WITH DURSAN*)                                  "
4700000061,6501,495000,"DDVP EMULSIFIABLE SOLUTION CONTAINS 4 LBS. DDVP INSECTICIDE PER GALLON"
4700000061,84001,445000,"DDVP EMULSIFIABLE SOLUTION CONTAINS 4 LBS. DDVP INSECTICIDE PER GALLON"
4700000062,63503,653000,"2  DDVP INSECTICIDE EMULSIFIABLE SOLUTION                             "
4700000062,84001,237000,"2  DDVP INSECTICIDE EMULSIFIABLE SOLUTION                             "
4700000063,57801,5000,"PRESSURIZED HOUSEHOLD INSECT SPRAY CONTAINS DIAZINON AND DDVP         "
4700000063,84001,5380,"PRESSURIZED HOUSEHOLD INSECT SPRAY CONTAINS DIAZINON AND DDVP         "
4700000064,58801,1e+05,"CI-PONA DAIRY AND LIVESTOCK INSEC. EMULSIFIABLE LIQUID                "
4700000064,63503,770000,"CI-PONA DAIRY AND LIVESTOCK INSEC. EMULSIFIABLE LIQUID                "
4700000064,84001,25000,"CI-PONA DAIRY AND LIVESTOCK INSEC. EMULSIFIABLE LIQUID                "
4700000065,67501,10000,"CHEM TECH PYRETHRIN INSECTICIDE DUST                                  "
4700000065,69001,1000,"CHEM TECH PYRETHRIN INSECTICIDE DUST                                  "
4700000066,83701,30000,"RABON VMI LIVESTOCK DUST                                              "
4700000067,83701,30000,"VMI POULTRY DUST                                                      "
4700000068,83701,5e+05,"VMT LIVESTOCK, POULTRY, AND PREMISE SPRAY                             "
4700000069,67501,50000,"DY-FLY DAIRY AEROSOL                                                  "
4700000069,69001,5000,"DY-FLY DAIRY AEROSOL                                                  "
4700000070,11901,5e+05,"SPRAY CONCENTRATE                                                     "
4700000070,34001,50000,"SPRAY CONCENTRATE                                                     "
4700000070,67501,16000,"SPRAY CONCENTRATE                                                     "
4700000070,69001,2000,"SPRAY CONCENTRATE                                                     "
4700000071,84001,186000,"VAP-20 AEROSOL INSECTICIDE                                            "
4700000072,67501,50000,"CT-75                                                                 "
4700000072,69001,7000,"CT-75                                                                 "
4700000073,57001,10000,"CT 511                                                                "
4700000073,67501,10000,"CT 511                                                                "
4700000073,69001,5000,"CT 511                                                                "
4700000074,84001,50000,"VAP-5                                                                 "
4700000075,63503,3320,"CPI HOUSE & GARDEN INSECT SPRAY                                       "
4700000075,97801,2840,"CPI HOUSE & GARDEN INSECT SPRAY                                       "
4700000076,39107,20000,"CPI DISINFECTANT CLEANER                                              "
4700000076,69149,45000,"CPI DISINFECTANT CLEANER                                              "
4700000076,72604,5000,"CPI DISINFECTANT CLEANER                                              "
4700000076,73506,10000,"CPI DISINFECTANT CLEANER                                              "
4700000077,69149,42500,"CPI DISINFECTANT CLEANER 30-3                                         "
4700000078,67501,25000,"INDUSTRIAL SPRAY                                                      "
4700000078,69001,5000,"INDUSTRIAL SPRAY                                                      "
4700000079,4003,1000,"FLYERS INSECTICIDE                                                    "
4700000079,97801,2000,"FLYERS INSECTICIDE                                                    "
4700000080,69104,1000,"CPI ""3000"" METERED SPRAY BRAND AIR SANITIZER                          "
4700000080,69154,1000,"CPI ""3000"" METERED SPRAY BRAND AIR SANITIZER                          "
4700000080,83501,60000,"CPI ""3000"" METERED SPRAY BRAND AIR SANITIZER                          "
4700000081,47802,10540,"CPI ""RE-SID"" ANT & ROACH SPRAY                                        "
4700000081,57001,1660,"CPI ""RE-SID"" ANT & ROACH SPRAY                                        "
4700000081,67501,1000,"CPI ""RE-SID"" ANT & ROACH SPRAY                                        "
4700000081,69001,500,"CPI ""RE-SID"" ANT & ROACH SPRAY                                        "
4700000082,58301,25000,"CPI PRESSURIZED LIVESTOCK SPRAY WITH KORLAN                           "
4700000082,86802,5000,"CPI PRESSURIZED LIVESTOCK SPRAY WITH KORLAN                           "
4700000083,97801,1500,"FREEZ-KILL                                                            "
4700000084,57001,10000,"CT-25                                                                 "
4700000084,67501,10000,"CT-25                                                                 "
4700000084,69001,2500,"CT-25                                                                 "
4700000085,4003,2500,"CHEM-TECH DY-SECT SPRAY                                               "
4700000085,109701,1500,"CHEM-TECH DY-SECT SPRAY                                               "
4700000086,67501,40000,"CT-54 A PYRENONE INSECTICIDE                                          "
4700000086,69001,5000,"CT-54 A PYRENONE INSECTICIDE                                          "
4700000087,69105,1e+05,"SUPERSWEET MULTI-PURPOSE DISINFECTANT                                 "
4700000088,67501,12500,"CT-250                                                                "
4700000088,69001,2500,"CT-250                                                                "
4700000088,109701,1250,"CT-250                                                                "
4700000089,109701,1250,"CT BACKRUBBER OIL                                                     "
4700000090,67501,10000,"CT-100 TOTAL RELEASE INDOOR FOGGER                                    "
4700000090,69003,2000,"CT-100 TOTAL RELEASE INDOOR FOGGER                                    "
4700000090,109701,2000,"CT-100 TOTAL RELEASE INDOOR FOGGER                                    "
4700000091,57001,4000,"TR-1TOTAL RELEASE FOGGER                                              "
4700000091,69001,500,"TR-1TOTAL RELEASE FOGGER                                              "
4700000091,109701,4000,"TR-1TOTAL RELEASE FOGGER                                              "
4700000092,67501,5000,"CT TETRAPERM WASP & HORNET SPRAY                                      "
4700000092,69003,1000,"CT TETRAPERM WASP & HORNET SPRAY                                      "
4700000092,109701,2500,"CT TETRAPERM WASP & HORNET SPRAY                                      "
4700000093,67501,50000,"CT55 DAIRY AEROSOL                                                    "
4700000093,69001,5000,"CT55 DAIRY AEROSOL                                                    "
4700000094,67501,50000,"PREMIUM DAIRY AEROSOL                                                 "
4700000094,69001,7000,"PREMIUM DAIRY AEROSOL                                                 "
4700000095,57001,10000,"FLY BOMB 5-1-1                                                        "
4700000095,67501,10000,"FLY BOMB 5-1-1                                                        "
4700000095,69001,5000,"FLY BOMB 5-1-1                                                        "
4700000096,67501,1250,"CT SYNERGIZED BACKRUBBER & POUR-ON                                    "
4700000096,109701,1250,"CT SYNERGIZED BACKRUBBER & POUR-ON                                    "
4700000097,67501,50000,"CT-55 PC                                                              "
4700000097,69001,5000,"CT-55 PC                                                              "
4700000098,57001,10000,"CT-511 TOTAL RELEASE                                                  "
4700000098,67501,10000,"CT-511 TOTAL RELEASE                                                  "
4700000098,69001,5000,"CT-511 TOTAL RELEASE                                                  "
4700000099,4003,1000,"FLYER'S INSECTICIDE                                                   "
4700000099,97801,2000,"FLYER'S INSECTICIDE                                                   "
4700000100,109701,5000,"CT RESIDUAL SPRAY                                                     "
4700000101,67501,20000,"CT-42 LICE SPRAY                                                      "
4700000101,69001,4000,"CT-42 LICE SPRAY                                                      "
4700000102,47802,5000,"CT CRACK AND CREVICE                                                  "
4700000102,57001,1700,"CT CRACK AND CREVICE                                                  "
4700000102,67501,1000,"CT CRACK AND CREVICE                                                  "
4700000102,69001,500,"CT CRACK AND CREVICE                                                  "
4700000103,109701,1e+05,"CT 10 CONCENTRATE                                                     "
4700000104,36501,10000,"BALCOM ZIPCIDE CATTLE DUST BAG                                        "
4700000105,36501,10000,"BALCOM CO-RAL 1% BRAND OF COUMAPHOS ANIMAL INSECTICIDE DUST           "
4700000106,56801,50000,"HOPKINS SEVIN CARBARYL BAIT                                           "
4700000107,57701,570000,"PROZAP MALATHION 57% EMULSIFIABLE LIQUID INSECTICIDE-B                "
4700000108,67501,2500,"FLY DIE LIVESTOCK SPRAY WITH VAPONA                                   "
4700000108,69001,250,"FLY DIE LIVESTOCK SPRAY WITH VAPONA                                   "
4700000108,84001,5000,"FLY DIE LIVESTOCK SPRAY WITH VAPONA                                   "
4700000109,56801,50000,"PROZAP GARDEN DUST                                                    "
4700000110,35001,234000,"CYGON 2-E SYSTEMIC INSECTICIDE                                        "
4700000111,36501,10000,"HOPKINS 'DIOLICE' DAIRY AND BEEF CATTLE DUST BAG                      "
4700000112,67501,1000,"HOPKINS VAPONA PLUS SPRAY SOLUTION                                    "
4700000112,69001,100,"HOPKINS VAPONA PLUS SPRAY SOLUTION                                    "
4700000112,84001,10000,"HOPKINS VAPONA PLUS SPRAY SOLUTION                                    "
4700000113,83702,30000,"ROBERTS DUST'M                                                        "
4700000114,84001,10000,"PROZAP BEEF & DAIRY RTU                                               "
4700000115,11001,510000,"BEST BRAND ROACH & ANT BAIT GEL                                       "
4700000116,56801,100400,"SEVIN BRAND 10% CARBARYL INSECTICIDE GRANULES                         "
4700000117,56801,50000,"SEVIN BRAND 5% CARBARYL INSECTICIDE BAIT                              "
4700000118,56801,100400,"SEVIN BRAND 10% CARBARYL INSECTICIDE BEETLE BAIT GRANULES             "
4700000119,56801,50000,"PROZAP 5% CARBARYL INSECTICIDE BAIT GRANULES                          "
4700000120,57801,224000,"DIAZINON LAWN & GARDEN WBC                                            "
4700000121,67501,10000,"AQUEOUS INSECTICIDE                                                   "
4700000121,69001,1000,"AQUEOUS INSECTICIDE                                                   "
4700000122,83702,30000,"RL-2-RABON LIVESTOCK DUST                                             "
4700000123,83702,10000,"CLEAN CROP LIVESTOCK 1% RABON DUST                                    "
4700000124,36501,10000,"CLEAN CROP 'D-LOUSE' ANIMAL INSECTICIDE                               "
4700000125,83702,30000,"CROWN ALL PURPOSE LIVESTOCK AND POULTRY DUST WITH RABON               "
4700000126,83702,5e+05,"AGRI-BON AQUA-50 (50% WETTABLE POWDER WITH RABON)                     "
4700000127,67501,1e+05,"SELCO PYRENONE EMULSIFIABLE CONCENTRATE                               "
4700000127,69001,10000,"SELCO PYRENONE EMULSIFIABLE CONCENTRATE                               "
4700000128,67501,15000,"CLEAN CROP MILL SPRAY                                                 "
4700000128,69001,1500,"CLEAN CROP MILL SPRAY                                                 "
4700000129,84001,10000,"SELCO VAPONA 1% LIVESTOCK SPRAY READY TO USE                          "
4700000130,84001,185000,"ROBERT'S ""VAPORA"" 18.5% VAPONA CONCENTRATE                            "
4700000131,67501,4000,"HOPKINS VAPORA HOME AND FARM BOMB                                     "
4700000131,69001,1000,"HOPKINS VAPORA HOME AND FARM BOMB                                     "
4700000131,84001,5000,"HOPKINS VAPORA HOME AND FARM BOMB                                     "
4700000132,97801,2500,"WASP & HORNET INSECT BOMB                                             "
4700000133,67501,250000,"HOPKINS PESTRIN FOGGING SPRAY-C 1                                     "
4700000133,69001,50000,"HOPKINS PESTRIN FOGGING SPRAY-C 1                                     "
4700000134,47201,2000,"CLEAN CROP EQUINOL HORSE SPRAY                                        "
4700000134,57001,3300,"CLEAN CROP EQUINOL HORSE SPRAY                                        "
4700000134,67501,2000,"CLEAN CROP EQUINOL HORSE SPRAY                                        "
4700000134,69001,1000,"CLEAN CROP EQUINOL HORSE SPRAY                                        "
4700000135,84001,237000,"SELCO VAPONA INSECTICIDE 2 EC                                         "
4700000136,84001,5000,"CT VAPONA 0.5% INSECTICIDE                                            "
4700000137,84001,5e+05,"SELCO VAPONA INSECTICIDE FOGGING SOLUTION                             "
4700000138,84001,237000,"VAPONA 20-E INSECTICIDE                                               "
4700000139,109701,2500,"PERMETHRIN DUST 0.25%                                                 "
4700000140,67501,2000,"CLEAN CROP PYRETHRINS RTU                                             "
4700000140,69001,200,"CLEAN CROP PYRETHRINS RTU                                             "
4700000141,35001,234000,"FLYGON 2-E                                                            "
4700000142,47201,2000,"HORSE FLY SPRAY R                                                     "
4700000142,67501,2500,"HORSE FLY SPRAY R                                                     "
4700000142,69001,300,"HORSE FLY SPRAY R                                                     "
4700000143,128831,1650,"PROZAP CYLENCE ANIMAL INSECTICIDE DUST                                "
4700000144,36501,250000,"CO-RAL COUMAPHOS 25% DUST BASE                                        "
4700000145,67501,40000,"PROZAP LD-44Z INSECT FOGGER                                           "
4700000145,69001,5000,"PROZAP LD-44Z INSECT FOGGER                                           "
4700000146,36501,10000,"DALE ALLEY CO-RAL ANIMAL INSECTICIDE 1% BULK DUST                     "
4700000147,67501,50000,"AEROTECH IGR PRESSURIZED FOGGING SPRAY                                "
4700000147,69001,7000,"AEROTECH IGR PRESSURIZED FOGGING SPRAY                                "
4700000147,129032,2670,"AEROTECH IGR PRESSURIZED FOGGING SPRAY                                "
4700000148,109701,5000,"PERMETHRIN .5% MULTIPURPOSE SPRAY                                     "
4700000149,109701,2500,"PERMETHRIN .25% DUST                                                  "
4700000150,109701,10000,"CT PERMETHRIN 1% POUR-ON                                              "
4700000151,67501,10000,"PERMETHRIN 1% LIQUID WITH SYNERGIST                                   "
4700000151,109701,10000,"PERMETHRIN 1% LIQUID WITH SYNERGIST                                   "
4700000154,67501,10000,"PROZAP DAIRY & RANCH INSECTICIDE SPRAY                                "
4700000154,69001,1000,"PROZAP DAIRY & RANCH INSECTICIDE SPRAY                                "
4700000157,67501,1000,"SK SUREKILL BRAND PYRETHRIN PLUS SPRAY INSECTICIDE WITH VAPONA        "
4700000157,69001,500,"SK SUREKILL BRAND PYRETHRIN PLUS SPRAY INSECTICIDE WITH VAPONA        "
4700000157,84001,5000,"SK SUREKILL BRAND PYRETHRIN PLUS SPRAY INSECTICIDE WITH VAPONA        "
4700000158,67501,6000,"FLEA & TICK SHAMPOO                                                   "
4700000158,69001,600,"FLEA & TICK SHAMPOO                                                   "
4700000159,11901,150000,"FINAL FLY-T                                                           "
4700000159,67501,10000,"FINAL FLY-T                                                           "
4700000159,69001,1000,"FINAL FLY-T                                                           "
4700000164,67501,2770,"ROCKLAND C-EM-DIE                                                     "
4700000164,69001,340,"ROCKLAND C-EM-DIE                                                     "
4700000164,84001,2500,"ROCKLAND C-EM-DIE                                                     "
4700000165,69001,560,"R & M AQUEOUS RESIDUAL FLEA & TICK  1                                 "
4700000165,109701,540,"R & M AQUEOUS RESIDUAL FLEA & TICK  1                                 "
4700000166,57001,11100,"R+M FLEA AND TICK DIP  1                                              "
4700000166,67501,6700,"R+M FLEA AND TICK DIP  1                                              "
4700000166,69001,3300,"R+M FLEA AND TICK DIP  1                                              "
4700000167,57001,33400,"R+M FLEA AND TICK DIP  2                                              "
4700000167,67501,20000,"R+M FLEA AND TICK DIP  2                                              "
4700000167,69001,10000,"R+M FLEA AND TICK DIP  2                                              "
4700000168,109701,34800,"R & M PERMETHRIIN FLEA & TICK DIP  1                                  "
4700000169,67501,20000,"R & M FLEA & TICK SHAMPOO  3                                          "
4700000169,69001,2000,"R & M FLEA & TICK SHAMPOO  3                                          "
4700000170,109701,2500,"SURECO PERMETHRIN RTU SPRAY                                           "
4700000171,69001,10000,"SMCP PYRETHRUM DUST 1%                                                "
4700000172,67501,5000,"SMCP GENERAL PURPOSE HOUSEHOLD SPRAY  10                              "
4700000172,69001,1000,"SMCP GENERAL PURPOSE HOUSEHOLD SPRAY  10                              "
4700000173,67501,16600,"AFC SYNERGIZED PYRETHRINS SPRAY                                       "
4700000173,69001,4000,"AFC SYNERGIZED PYRETHRINS SPRAY                                       "
4700000174,57001,10000,"OMNICIDE V                                                            "
4700000174,67501,10000,"OMNICIDE V                                                            "
4700000174,69001,5000,"OMNICIDE V                                                            "
4700000175,57001,4000,"BLACK LEAF FOGG-IT HOME INDOOR FOGGER                                 "
4700000175,69001,500,"BLACK LEAF FOGG-IT HOME INDOOR FOGGER                                 "
4700000175,109701,4000,"BLACK LEAF FOGG-IT HOME INDOOR FOGGER                                 "
4700000176,67501,3e+05,"R & M 30-3 PYRETHRIN E.C.                                             "
4700000176,69001,30000,"R & M 30-3 PYRETHRIN E.C.                                             "
4700000177,67501,5000,"SURECO AQUEOUS RESIDUAL FLEA & TICK SPRAY  2                          "
4700000177,69001,500,"SURECO AQUEOUS RESIDUAL FLEA & TICK SPRAY  2                          "
4700000177,109701,500,"SURECO AQUEOUS RESIDUAL FLEA & TICK SPRAY  2                          "
4700000178,57001,1e+05,"SMCP PYRETHRINS ULV FOGGING CONCENTRATE                               "
4700000178,67501,60000,"SMCP PYRETHRINS ULV FOGGING CONCENTRATE                               "
4700000178,69001,30000,"SMCP PYRETHRINS ULV FOGGING CONCENTRATE                               "
4700000179,57001,30000,"SMCP AFC 1-2-3 FOGGING CONCENTRATE                                    "
4700000179,67501,20000,"SMCP AFC 1-2-3 FOGGING CONCENTRATE                                    "
4700000179,69001,10000,"SMCP AFC 1-2-3 FOGGING CONCENTRATE                                    "
4700000180,57001,66000,"PCE WATER MISCIBLE MULTI-PURPOSE CONCENTRATE                          "
4700000180,67501,39600,"PCE WATER MISCIBLE MULTI-PURPOSE CONCENTRATE                          "
4700000180,69001,19800,"PCE WATER MISCIBLE MULTI-PURPOSE CONCENTRATE                          "
4700000181,67501,6e+05,"SUPERIOR O.F. 60-6 DIP                                                "
4700000181,69001,60000,"SUPERIOR O.F. 60-6 DIP                                                "
4700000182,67501,1e+05,"FLY SPRAY CONCENTRATE                                                 "
4700000182,69001,10000,"FLY SPRAY CONCENTRATE                                                 "
4700000183,67501,30000,"DROP DEAD PYRETHRUM INSECTICIDE                                       "
4700000183,69001,5000,"DROP DEAD PYRETHRUM INSECTICIDE                                       "
4700000184,129032,10000,"AEROTECH PREMIUM IGR PRESSURIZED FOGGING SPRAY                        "
4700000185,57001,210000,"BACK TAG EQ WAR PAINT                                                 "
4700000185,67501,140000,"BACK TAG EQ WAR PAINT                                                 "
4700000185,109701,70000,"BACK TAG EQ WAR PAINT                                                 "
4700000186,67501,40000,"TURBOCIDE PEST CONTROL SYSTEM WITH PYROCIDE                           "
