"regnum","pccode","pcpct","prodname"
400120,10002,18050,"BONIDE MOSQUITO FOG OIL OR SPRAY                                      "
400120,34001,181050,"BONIDE MOSQUITO FOG OIL OR SPRAY                                      "
400121,82577,135000,"NEW BONIDE CHICKWEED CLOVER AND BENT GRASS KILLER                     "
400122,56801,3000,"BONIDE A COMPLETE FRUIT TREE SPRAY                                    "
400122,57701,60000,"BONIDE A COMPLETE FRUIT TREE SPRAY                                    "
400122,81301,117600,"BONIDE A COMPLETE FRUIT TREE SPRAY                                    "
400123,11901,5000,"MOSQUITO BEATER                                                       "
400123,55801,45000,"MOSQUITO BEATER                                                       "
400125,9001,5000,"BONIDE ROSE SPRAY INSTANT ALL LIQUID                                  "
400125,10501,5000,"BONIDE ROSE SPRAY INSTANT ALL LIQUID                                  "
400125,36001,10000,"BONIDE ROSE SPRAY INSTANT ALL LIQUID                                  "
400125,56801,1e+05,"BONIDE ROSE SPRAY INSTANT ALL LIQUID                                  "
400125,81301,1e+05,"BONIDE ROSE SPRAY INSTANT ALL LIQUID                                  "
400126,34001,94000,"BONIDE FLOWER-VEGETABLE 4-IN-1 SPRAY                                  "
400126,36001,15000,"BONIDE FLOWER-VEGETABLE 4-IN-1 SPRAY                                  "
400126,57701,94000,"BONIDE FLOWER-VEGETABLE 4-IN-1 SPRAY                                  "
400131,81301,5e+05,"BONIDE CAPTAN 50% WP                                                  "
400133,56801,5e+05,"SEVIN 50W INSECTICIDE                                                 "
400134,56801,25000,"BONIDE SEVIN 2.50% INSECT DUST                                        "
400135,10002,18500,"BONIDE HORNET WASP & BEE BOMB                                         "
400135,63503,760000,"BONIDE HORNET WASP & BEE BOMB                                         "
400135,69001,1000,"BONIDE HORNET WASP & BEE BOMB                                         "
400136,79801,110000,"BONIDE RABBIT-DEER REPELLENT AND BULB SAVER                           "
400137,22601,82000,"BONIDE PARIS GREEN PELLETS MOSQUITO LARVACIDE                         "
400139,30004,17700,"DANDELION KILLER                                                      "
400141,30004,33000,"LAWN WEED KILLER                                                      "
400141,82555,11000,"LAWN WEED KILLER                                                      "
400142,56801,46000,"GRUBTOX LAWN GRUB AND INSECT CONTROL                                  "
400143,56801,50000,"BONIDE SEVIN 5% DUST INSECTICIDE                                      "
400144,12501,60000,"GRASS ""N"" WEED KILLER                                                 "
400146,35509,27500,"CRABGRASS PREVENTER & WEED KILLER                                     "
400147,22001,210000,"BONIDE PRUNING AND WOUND BOMB                                         "
400147,63503,220000,"BONIDE PRUNING AND WOUND BOMB                                         "
400147,67002,10000,"BONIDE PRUNING AND WOUND BOMB                                         "
400149,5501,950000,"DUPONT AMMATE X WEED AND BRUSH KILLER                                 "
400151,30033,6000,"BONIDE ""SQUEEZE-WEEDER""                                               "
400151,82533,4600,"BONIDE ""SQUEEZE-WEEDER""                                               "
400152,88601,20000,"BONIDE ORCHARD MOUSE BAIT                                             "
400153,32501,20000,"SYSTEMIC GRANULES CONTAINS DI-SYSTON                                  "
400154,10002,5300,"BONIDE TRIP-L-KIL FOG INSECTICIDE (READY FOR USE OUTDOORS)            "
400154,34001,30000,"BONIDE TRIP-L-KIL FOG INSECTICIDE (READY FOR USE OUTDOORS)            "
400154,57701,30000,"BONIDE TRIP-L-KIL FOG INSECTICIDE (READY FOR USE OUTDOORS)            "
400154,63503,866500,"BONIDE TRIP-L-KIL FOG INSECTICIDE (READY FOR USE OUTDOORS)            "
400154,86802,66600,"BONIDE TRIP-L-KIL FOG INSECTICIDE (READY FOR USE OUTDOORS)            "
400156,41401,23000,"BONIDE WEED SEEDLING KILLER                                           "
400157,56801,135000,"BONIDE VEGETABLES & FRUIT TREES SPRAY                                 "
400157,57701,135000,"BONIDE VEGETABLES & FRUIT TREES SPRAY                                 "
400158,10002,37000,"BONIDE TRIP-L-KIL FOG CONCENTRATE (71/2 TO 1)                         "
400158,34001,212000,"BONIDE TRIP-L-KIL FOG CONCENTRATE (71/2 TO 1)                         "
400158,57701,212000,"BONIDE TRIP-L-KIL FOG CONCENTRATE (71/2 TO 1)                         "
400158,63503,527000,"BONIDE TRIP-L-KIL FOG CONCENTRATE (71/2 TO 1)                         "
400159,84001,5000,"BONIDE V-1 VAPONA FOG, MIST OR SPRAY INSECTICIDE                      "
400161,12902,75000,"BONIDE LAWN FUNGICIDE                                                 "
400161,14506,5e+05,"BONIDE LAWN FUNGICIDE                                                 "
400161,79801,64000,"BONIDE LAWN FUNGICIDE                                                 "
400162,34001,5e+05,"BONIDE METHOXYCHLOR 50W INSECTICIDE                                   "
400163,30033,168000,"BONIDE WEED KILLER CONTAINS 2,4-D PLUS SILVEX                         "
400163,82533,85000,"BONIDE WEED KILLER CONTAINS 2,4-D PLUS SILVEX                         "
400164,30056,2e+05,"BONIDE KILBRUSH                                                       "
400164,82056,98000,"BONIDE KILBRUSH                                                       "
400165,34001,250000,"BONIDE METHOXYCHLOR 25% E INSECTICIDE                                 "
400166,63503,8e+05,"BONIDE OIL & LIME SULPHUR SPRAY                                       "
400166,76702,50000,"BONIDE OIL & LIME SULPHUR SPRAY                                       "
400167,56801,418000,"SEVIN 4 LB. FLOWABLE INSECTICIDE                                      "
400168,30033,12500,"BONIDE FOAMING JET ACTION WEED KILLER                                 "
400168,82533,11600,"BONIDE FOAMING JET ACTION WEED KILLER                                 "
400169,29802,7000,"BONIDE LAWN WEED KILLER W/BANVEL(R) D & 2,4-D                         "
400169,30019,30000,"BONIDE LAWN WEED KILLER W/BANVEL(R) D & 2,4-D                         "
400170,79101,43000,"LAWN CHINCH BUG CONTROL CONTAINS ASPON                                "
400171,5501,389000,"BONIDE GRASS-N-WEED KILLER NEW-CONTAINS DUPONT AMMATE                 "
400172,29802,151000,"BONIDE CHICKWEED & CLOVER KILLER W/BANVEL ""D""                         "
400173,29802,15000,"BONIDE LAWN WEED KILLER CONTAINS 2,4-D PLUS BANVEL ""D""                "
400173,30019,130000,"BONIDE LAWN WEED KILLER CONTAINS 2,4-D PLUS BANVEL ""D""                "
400175,14506,39000,"BONIDE TOMATO VEGETABLE DUST                                          "
400175,79401,30000,"BONIDE TOMATO VEGETABLE DUST                                          "
400176,6501,235000,"BONIDE EVERGREEN-FLOWER INSECT SPRAY                                  "
400176,10501,10000,"BONIDE EVERGREEN-FLOWER INSECT SPRAY                                  "
400176,34001,50000,"BONIDE EVERGREEN-FLOWER INSECT SPRAY                                  "
400176,56801,25000,"BONIDE EVERGREEN-FLOWER INSECT SPRAY                                  "
400176,57701,150000,"BONIDE EVERGREEN-FLOWER INSECT SPRAY                                  "
400177,56801,2e+05,"BONIDE LAWN INSECT CONTROL GRANULES SEVIN 20%                         "
400179,35509,76500,"CRABGRASS PREVENTER & WEED KILLER                                     "
400180,79801,1e+05,"BONIDE LAWN DISEASE CONTROL                                           "
400181,81601,5e+05,"BONIDE FOLPET 50% WP                                                  "
400184,34001,50000,"BONIDE BULB DUST                                                      "
400184,79801,9e+05,"BONIDE BULB DUST                                                      "
400185,6501,11000,"BONIDE ROSE AND FLOWER SPRAY OR DUST                                  "
400185,10501,10000,"BONIDE ROSE AND FLOWER SPRAY OR DUST                                  "
400185,54002,19000,"BONIDE ROSE AND FLOWER SPRAY OR DUST                                  "
400185,56801,40000,"BONIDE ROSE AND FLOWER SPRAY OR DUST                                  "
400185,57701,10000,"BONIDE ROSE AND FLOWER SPRAY OR DUST                                  "
400185,81601,65000,"BONIDE ROSE AND FLOWER SPRAY OR DUST                                  "
400186,10501,750,"BONIDE ROSE & FLORAL SPRAY BOMB                                       "
400186,56801,7500,"BONIDE ROSE & FLORAL SPRAY BOMB                                       "
400186,57701,5000,"BONIDE ROSE & FLORAL SPRAY BOMB                                       "
400186,81601,5000,"BONIDE ROSE & FLORAL SPRAY BOMB                                       "
400187,10501,5000,"BONIDE ROSE SPRAY INSTANT ALL LIQUID                                  "
400187,36001,10000,"BONIDE ROSE SPRAY INSTANT ALL LIQUID                                  "
400187,56801,1e+05,"BONIDE ROSE SPRAY INSTANT ALL LIQUID                                  "
400187,57701,10000,"BONIDE ROSE SPRAY INSTANT ALL LIQUID                                  "
400187,81301,1e+05,"BONIDE ROSE SPRAY INSTANT ALL LIQUID                                  "
400188,63001,50000,"BONIDE PENTIDE TECHNICAL PENTACHLOROPHENOL 5 % WOOD PRES TERMITE R    "
400188,63503,916300,"BONIDE PENTIDE TECHNICAL PENTACHLOROPHENOL 5 % WOOD PRES TERMITE R    "
400189,10501,185000,"BONIDE KELTHANE EC AGRICULTURAL MITICIDE                              "
400189,86802,730000,"BONIDE KELTHANE EC AGRICULTURAL MITICIDE                              "
400191,57801,250000,"BONIDE LAWN AND GARDEN INSECT CONTROL WITH DIAZINON 25% EC            "
400192,79101,676400,"BONIDE ASPON 6-E                                                      "
400192,86803,157200,"BONIDE ASPON 6-E                                                      "
400193,79101,50000,"BONIDE ASPON 5GA GRANULES-ATTACLAY CARRIER                            "
400194,79101,256700,"BONIDE ASPON 2 E ORGANOPHOSPHORUS SOIL INSECTICIDE                    "
400194,86803,663000,"BONIDE ASPON 2 E ORGANOPHOSPHORUS SOIL INSECTICIDE                    "
400196,99101,5e+05,"BONIDE BENOMYL 50% WP                                                 "
400197,14505,48000,"BONIDE TOMATO VEGETABLE DUST                                          "
400197,56801,30000,"BONIDE TOMATO VEGETABLE DUST                                          "
400198,6501,3100,"BONIDE ZECTRAN 2E INSECTICIDE                                         "
400198,44201,2200,"BONIDE ZECTRAN 2E INSECTICIDE                                         "
400201,99101,16000,"BENOMYL LAWN FUNGICIDE GRANULES                                       "
400202,13804,80000,"BONIDE CRABGRASS & BROADLEAF WEED KILLER W/AMA & 2,4-D                "
400202,13805,80000,"BONIDE CRABGRASS & BROADLEAF WEED KILLER W/AMA & 2,4-D                "
400202,30030,81600,"BONIDE CRABGRASS & BROADLEAF WEED KILLER W/AMA & 2,4-D                "
400203,6501,2e+05,"BONIDE INSECT SPRAY                                                   "
400203,10501,30000,"BONIDE INSECT SPRAY                                                   "
400203,34001,240000,"BONIDE INSECT SPRAY                                                   "
400203,57701,130000,"BONIDE INSECT SPRAY                                                   "
400204,57801,10000,"BONIDE ANT DUST W/DIAZINON                                            "
400205,44201,20000,"BONIDE SLUG & SNAIL KILLER W/ZECTRAN*                                 "
400207,59101,5000,"BONIDE DURSBAN 5 LAWN INSECT CONTROL GRANULES                         "
400208,58202,20000,"BONIDE ROACHPAINT ANT-ROACH KILLER                                    "
400208,67501,5000,"BONIDE ROACHPAINT ANT-ROACH KILLER                                    "
400208,69001,1000,"BONIDE ROACHPAINT ANT-ROACH KILLER                                    "
400209,57801,25000,"BONIDE DIAZINON 2 1/2G                                                "
400210,30033,83500,"BONIDE LAWN WEED KILLER                                               "
400211,57801,125000,"BONIDE LAWN AND GARDEN INSECT CONTROL W/DIAZINON 12 1/2               "
400213,58201,50000,"BONIDE 5% CHLORDANE GRANULES FOR LAWN AND TURF                        "
400216,6501,10000,"BONIDE ROACH, ANT & SPIDER KILLER W/DURSBAN                           "
400216,57001,3000,"BONIDE ROACH, ANT & SPIDER KILLER W/DURSBAN                           "
400216,59101,5000,"BONIDE ROACH, ANT & SPIDER KILLER W/DURSBAN                           "
400216,67501,2000,"BONIDE ROACH, ANT & SPIDER KILLER W/DURSBAN                           "
400216,69001,1000,"BONIDE ROACH, ANT & SPIDER KILLER W/DURSBAN                           "
400218,58201,454000,"BONIDE 4 LB CHLORDANE EMULSIFIABLE CONCENTRATE                        "
400220,9001,50000,"BONIDE BORER MINER KILLER-5                                           "
400222,57801,1e+05,"BONIDE GRUB, CHINCHBUG, & SOD WEBWORM KILLER/LAWN W/DIAZINON          "
400223,67501,15000,"BONIDE RESTAURANT DAIRY INDUSTRIAL SPACE OR FOG INSECT                "
400223,69001,3000,"BONIDE RESTAURANT DAIRY INDUSTRIAL SPACE OR FOG INSECT                "
400224,71003,50000,"ROTENONE 5% INSECT CONTROL                                            "
400224,71004,1e+05,"ROTENONE 5% INSECT CONTROL                                            "
400226,6518,150000,"BONIDE BACILLUS THURINGIENSIS (BT) MOTH LARVAE (CATERPILLAR) CONTROL  "
400232,56801,50000,"BONIDE INSECT BAIT GRANULES SEVIN 5%                                  "
400235,10002,31000,"BONIDE HOUSEHOLD FLEA KILLER SPRAY INSECTICIDE                        "
400235,63503,719000,"BONIDE HOUSEHOLD FLEA KILLER SPRAY INSECTICIDE                        "
400237,56801,225000,"BONIDE SEVIN* 2 FLOWABLE INSECTICIDE                                  "
400239,6601,580000,"BONIDE ZECTRAN 1E INSECTICIDE                                         "
400239,44201,110000,"BONIDE ZECTRAN 1E INSECTICIDE                                         "
400242,100501,20000,"BONIDE SLUG & SNAIL KILLER                                            "
400243,30033,46900,"LAWN WEED KILLER GRANULES                                             "
400243,82533,12600,"LAWN WEED KILLER GRANULES                                             "
400246,80811,5e+05,"BONIDE LAWN AND TURF FUNGICIDE                                        "
400247,5501,95000,"BONIDE GRASS-N-WEED KILLER JET SPRAY                                  "
400251,6522,4700,"BONIDE DIPEL 150 DUST FOR VEGETABLES                                  "
400252,6522,64000,"DIPEL WP HOME & GARDEN INSECTICIDE                                    "
400253,32501,10000,"BONIDE SYSTEMIC GRANULES 1%                                           "
400254,100501,5e+05,"BONIDE CRO-X                                                          "
400255,58702,250000,"BONIDE SYSTEMIC INSECT SPRAY                                          "
400255,86802,140000,"BONIDE SYSTEMIC INSECT SPRAY                                          "
400256,35001,234000,"BONIDE SYSTEMIC INSECTICIDE CONTAINS CYGON                            "
400260,58201,454000,"BONIDE 4 LB. CHLORDANE E (NURSERY STOCK)                              "
400262,58201,1e+05,"BONIDE CHLORDANE 10% DUST (NURSERY STOCK)                             "
400264,58201,1e+05,"BONIDE CHLORDANE 10% DUST (STRAWBERRIES)                              "
400265,58201,50000,"BONIDE CHLORDANE 5% G (NURSERY STOCK)                                 "
400266,58201,740000,"CHLORDANE 74% E (NURSERY STOCK)                                       "
400268,58201,1e+05,"BONIDE CHLORDANE 10% G (NURSERY STOCK)                                "
400269,58202,1e+05,"BONIDE CHLORDANE 10% DUST                                             "
400270,58201,50000,"BONIDE CHLORDANE 5% DUST (NURSERY STOCK)                              "
400271,63503,92500,"BONIDE TETRAMETHRIN (SYNTHETIC PYRETHROID) SPRAY BOMB                 "
400271,69003,2000,"BONIDE TETRAMETHRIN (SYNTHETIC PYRETHROID) SPRAY BOMB                 "
400271,69005,2000,"BONIDE TETRAMETHRIN (SYNTHETIC PYRETHROID) SPRAY BOMB                 "
400272,57801,50000,"BONIDE DIAZINON SOIL INSECT GRANULES                                  "
400273,57801,40000,"BONIDE DIAZINON DUST 4%                                               "
400274,58201,740000,"BONIDE CHLORDANE 74E (TERMITES-PCO)                                   "
400274,63501,2e+05,"BONIDE CHLORDANE 74E (TERMITES-PCO)                                   "
400275,58201,454000,"BONIDE 4LB CHLORDANE E (TERMITE PCO)                                  "
400275,63501,480000,"BONIDE 4LB CHLORDANE E (TERMITE PCO)                                  "
400279,47802,10000,"BONIDE LONG LASTING HOUSEHOLD INSECT SPRAY                            "
400280,57801,5000,"BONIDE 0.5% DIAZINON SPRAY                                            "
400280,63503,953800,"BONIDE 0.5% DIAZINON SPRAY                                            "
400280,86802,40200,"BONIDE 0.5% DIAZINON SPRAY                                            "
400281,10501,185000,"BONIDE KELTHANE EC                                                    "
400281,86802,560000,"BONIDE KELTHANE EC                                                    "
400282,7001,15000,"BONIDE MOLETOX                                                        "
400283,69003,2000,"BONIDE TOTAL RELEASE ROOM-FOGGER                                      "
400283,69005,4000,"BONIDE TOTAL RELEASE ROOM-FOGGER                                      "
400284,57801,50000,"BONIDE GARDEN SOIL INSECTICIDE DIAZINON 5% G                          "
400285,88601,20000,"BONIDE MOLE TOX II                                                    "
400286,58201,740000,"BONIDE CHLORDANE 74E                                                  "
400286,63501,2e+05,"BONIDE CHLORDANE 74E                                                  "
400287,58201,454000,"BONIDE 4 LB. CHLORDANE E                                              "
400287,63501,480000,"BONIDE 4 LB. CHLORDANE E                                              "
400288,4003,4300,"BONIDE HORNET AND WASP BOMB                                           "
400288,6601,2650,"BONIDE HORNET AND WASP BOMB                                           "
400288,63503,65000,"BONIDE HORNET AND WASP BOMB                                           "
400288,97801,2270,"BONIDE HORNET AND WASP BOMB                                           "
400290,81901,5e+05,"BONIDE TURF, GARDEN & ORNAMENTAL FUNGICIDE 50% WP                     "
400291,81901,50000,"BONIDE TURF FUNGICIDE 5G                                              "
400292,23104,480000,"BONIDE LIQUID COPPER FUNGICIDE 4E                                     "
400296,78701,750000,"BONIDE TURF & ORNAMENTAL HERBICIDE 75% W.P.                           "
400297,78701,5e+05,"BONIDE TURF & ORNAMENTAL HERBICIDE 50% W.P.                           "
400300,78701,50000,"BONIDE GARDEN TURF AND ORNAMENTAL HERBICIDE 5G                        "
400302,105201,10000,"BONIDE FLEA BEATER                                                    "
400303,88601,10000,"ZINC PHOSPHIDE BAIT                                                   "
400304,5501,52000,"BONIDE GRASS-N-WEED KILLER                                            "
400308,59101,5000,"BONIDE HOME PEST CONTROL                                              "
400309,67501,2000,"BONIDE ROSE, FLOWER, & ORNAMENTAL INSECT SPRAY READY-TO-USE           "
400309,69001,200,"BONIDE ROSE, FLOWER, & ORNAMENTAL INSECT SPRAY READY-TO-USE           "
400310,67501,2000,"BONIDE TOMATO-PEPPER-VEGETABLE SPRAY                                  "
400310,69001,200,"BONIDE TOMATO-PEPPER-VEGETABLE SPRAY                                  "
400311,67501,2000,"BONIDE FLYING INSECT SPRAY                                            "
400311,69001,200,"BONIDE FLYING INSECT SPRAY                                            "
400312,97801,200,"HOUSEPLANT HELPER                                                     "
400315,69001,8000,"BONIDE LIQUID ROTENONE/PYRETHRINS SPRAY                               "
400315,71003,11000,"BONIDE LIQUID ROTENONE/PYRETHRINS SPRAY                               "
400315,71004,11000,"BONIDE LIQUID ROTENONE/PYRETHRINS SPRAY                               "
400316,9001,250000,"BONIDE LINDANE 25% WP INSECTICIDE SPRAY POWDER                        "
400318,14505,370000,"BONIDE MANEB FLOWABLE WITH ZINC                                       "
400319,59101,126000,"BONIDE HOME PEST CONTROL CONCENTRATE                                  "
400320,59101,126000,"BONIDE TERMITE & CARPENTER ANT CONTROL                                "
400329,109401,15000,"BONIDE OFTANOL GRUB BEATER INSECTICIDE                                "
400331,67501,10000,"BONIDE DAIRY & HORSE FLY SPRAY                                        "
400331,69001,1000,"BONIDE DAIRY & HORSE FLY SPRAY                                        "
400333,53001,20000,"BONIDE SLUG, SNAIL & SOWBUG BAIT                                      "
400333,56801,50000,"BONIDE SLUG, SNAIL & SOWBUG BAIT                                      "
400334,53001,32500,"BONIDE SLUG AND SNAIL BEATER                                          "
400335,13802,45000,"BONIDE WEED BEATER CRABGRASS AND LAWN WEED KILLER                     "
400335,30019,14000,"BONIDE WEED BEATER CRABGRASS AND LAWN WEED KILLER                     "
400336,6522,23000,"DIPEL 10G SWEET CORN GRANULES                                         "
400337,97801,2000,"BONIDE INSECT FOG                                                     "
400339,24401,990000,"BONIDE ROOT DESTROYER                                                 "
400340,56702,5000,"BONIDE TOBACCO DUST                                                   "
400342,109901,10000,"BONIDE LAWN FUNGICIDE WITH BAYLETON 1%                                "
400349,109701,133000,"BONIDE POTATO BEETLE BEATER                                           "
400350,109701,133000,"BONIDE INSECT SPRAY                                                   "
400351,53001,40000,"LAST SLIME SLUG-N-SNAIL BEATER RTU                                    "
400352,53001,125000,"BONIDE LAST SLIME SLUG-N-SNAIL BEATER                                 "
400355,57701,60000,"BONIDE HOME ORCHARD SPRAY                                             "
400355,77501,250000,"BONIDE HOME ORCHARD SPRAY                                             "
400355,81301,59000,"BONIDE HOME ORCHARD SPRAY                                             "
400356,44102,20000,"SHOT-GUN DOG AND CAT REPELLENT                                        "
400358,109701,5000,"BONIDE RTU PERMETHRIN SPRAY                                           "
400359,57801,475000,"BONIDE DIAZINON 4E INSECTICIDE                                        "
400360,80804,37500,"BONIDE PROMETON 3.75% LIQUID VEGETATION KILLER                        "
400361,109401,15000,"BONIDE OFTANOL GRUB BEATER                                            "
400362,109901,5000,"BONIDE DISEASE BEATER LAWN FUNGICIDE WITH BAYLETON FUNGICIDE          "
400363,67501,50000,"BONIDE FLEA & TICK DIP AND SPRAY                                      "
400363,69001,5000,"BONIDE FLEA & TICK DIP AND SPRAY                                      "
400364,59101,5000,"PYRENONE DURSBAN ROACH AND ANT SPRAY                                  "
400364,67501,2600,"PYRENONE DURSBAN ROACH AND ANT SPRAY                                  "
400364,69001,520,"PYRENONE DURSBAN ROACH AND ANT SPRAY                                  "
400370,67501,15000,"BONIDE CARPET DUST                                                    "
400370,69001,1500,"BONIDE CARPET DUST                                                    "
400371,67501,1e+05,"BONIDE PYRENONE GARDEN SPRAY CONCENTRATE                              "
400371,69001,10000,"BONIDE PYRENONE GARDEN SPRAY CONCENTRATE                              "
400372,67501,10000,"BONIDE PYRENONE GARDEN DUST                                           "
400372,69001,1000,"BONIDE PYRENONE GARDEN DUST                                           "
