"regnum","pccode","pcpct","prodname"
859000567,97801,2840,"AGWAY YARD FOGGER                                                     "
859000568,4003,1000,"AGWAY PATIO FOGGER                                                    "
859000568,34001,20000,"AGWAY PATIO FOGGER                                                    "
859000568,46301,15000,"AGWAY PATIO FOGGER                                                    "
859000568,63503,59900,"AGWAY PATIO FOGGER                                                    "
859000568,67501,5000,"AGWAY PATIO FOGGER                                                    "
859000569,57001,3300,"AGWAY LIVESTOCK SPRAY I                                               "
859000569,63503,991200,"AGWAY LIVESTOCK SPRAY I                                               "
859000569,67501,2000,"AGWAY LIVESTOCK SPRAY I                                               "
859000569,69001,1000,"AGWAY LIVESTOCK SPRAY I                                               "
859000569,84001,2500,"AGWAY LIVESTOCK SPRAY I                                               "
859000570,47201,5000,"LIVESTOCK SPRAY II                                                    "
859000570,57001,3300,"LIVESTOCK SPRAY II                                                    "
859000570,67501,2000,"LIVESTOCK SPRAY II                                                    "
859000570,69001,1000,"LIVESTOCK SPRAY II                                                    "
859000570,84001,2500,"LIVESTOCK SPRAY II                                                    "
859000572,57001,6600,"AGWAY LIVESTOCK & FARM SPRAY-III                                      "
859000572,63503,987400,"AGWAY LIVESTOCK & FARM SPRAY-III                                      "
859000572,67501,4000,"AGWAY LIVESTOCK & FARM SPRAY-III                                      "
859000572,69001,2000,"AGWAY LIVESTOCK & FARM SPRAY-III                                      "
859000573,47201,15000,"LIVESTOCK AND FARM SPRAY IV                                           "
859000573,57001,10000,"LIVESTOCK AND FARM SPRAY IV                                           "
859000573,63503,966000,"LIVESTOCK AND FARM SPRAY IV                                           "
859000573,67501,6000,"LIVESTOCK AND FARM SPRAY IV                                           "
859000573,69001,3000,"LIVESTOCK AND FARM SPRAY IV                                           "
859000574,47201,10000,"AGWAY LIVESTOCK & FARM SPRAY-V                                        "
859000574,57001,6600,"AGWAY LIVESTOCK & FARM SPRAY-V                                        "
859000574,63503,977400,"AGWAY LIVESTOCK & FARM SPRAY-V                                        "
859000574,67501,4000,"AGWAY LIVESTOCK & FARM SPRAY-V                                        "
859000574,69001,2000,"AGWAY LIVESTOCK & FARM SPRAY-V                                        "
859000575,57001,5000,"AGWAY LIVESTOCK + FARM SPRAY-VI                                       "
859000575,63503,990500,"AGWAY LIVESTOCK + FARM SPRAY-VI                                       "
859000575,67501,3000,"AGWAY LIVESTOCK + FARM SPRAY-VI                                       "
859000575,69001,1500,"AGWAY LIVESTOCK + FARM SPRAY-VI                                       "
859000576,47201,7500,"AGWAY LIVESTOCK & FARM SPRAY-V11                                      "
859000576,57001,5000,"AGWAY LIVESTOCK & FARM SPRAY-V11                                      "
859000576,63503,983000,"AGWAY LIVESTOCK & FARM SPRAY-V11                                      "
859000576,67501,3000,"AGWAY LIVESTOCK & FARM SPRAY-V11                                      "
859000576,69001,1500,"AGWAY LIVESTOCK & FARM SPRAY-V11                                      "
859000577,105201,10000,"AGWAY INDOOR/OUTDOOR DUST                                             "
859000578,78701,68600,"AGWAY DACTHAL 6.86G                                                   "
859000579,47201,5000,"AGWAY WIPE & RUB                                                      "
859000579,57001,3300,"AGWAY WIPE & RUB                                                      "
859000579,63503,938700,"AGWAY WIPE & RUB                                                      "
859000579,67501,2000,"AGWAY WIPE & RUB                                                      "
859000579,69001,1000,"AGWAY WIPE & RUB                                                      "
859000580,34001,5000,"AGWAY WIPE & RUB-I                                                    "
859000580,47201,5000,"AGWAY WIPE & RUB-I                                                    "
859000580,57001,3300,"AGWAY WIPE & RUB-I                                                    "
859000580,63503,927400,"AGWAY WIPE & RUB-I                                                    "
859000580,67501,2000,"AGWAY WIPE & RUB-I                                                    "
859000580,69001,1000,"AGWAY WIPE & RUB-I                                                    "
859000581,35509,77600,"AGWAY TUPERSAN 7.76 G                                                 "
859000582,6402,0,"AGWAY DIPEL 4L                                                        "
859000583,34001,238000,"AGWAY WOODY INSECTICIDE SPRAY-I                                       "
859000583,57701,238000,"AGWAY WOODY INSECTICIDE SPRAY-I                                       "
859000583,86803,435000,"AGWAY WOODY INSECTICIDE SPRAY-I                                       "
859000585,57801,5000,"AGWAY HOME PEST CONTROL                                               "
859000585,63503,984500,"AGWAY HOME PEST CONTROL                                               "
859000585,67501,4200,"AGWAY HOME PEST CONTROL                                               "
859000585,69001,500,"AGWAY HOME PEST CONTROL                                               "
859000586,14506,195000,"ZINEB 19.5 D PF                                                       "
859000587,63503,68700,"AGWAY GARDEN & HOME INSECT DUST                                       "
859000587,69001,3000,"AGWAY GARDEN & HOME INSECT DUST                                       "
859000588,81301,390000,"AGWAY CAPTAN 4 FLOWABLE                                               "
859000589,67501,1e+05,"AGWAY PYRETHRIN SPRAY                                                 "
859000589,69001,10000,"AGWAY PYRETHRIN SPRAY                                                 "
859000590,56801,8e+05,"AGWAY SEVIN 80 SPRAYABLE                                              "
859000591,34001,125000,"AGWAY GARDEN INSECT SPRAY                                             "
859000591,57701,125000,"AGWAY GARDEN INSECT SPRAY                                             "
859000591,86803,696000,"AGWAY GARDEN INSECT SPRAY                                             "
859000592,59101,5000,"AGWAY AQUEOUS RESIDUAL SPRAY                                          "
859000593,57801,5000,"AGWAY ROACH & ANT AQUEOUS SPRAY                                       "
859000593,67501,2600,"AGWAY ROACH & ANT AQUEOUS SPRAY                                       "
859000593,69001,520,"AGWAY ROACH & ANT AQUEOUS SPRAY                                       "
859000594,41801,460000,"AGWAY EPN 4E                                                          "
859000594,86803,363500,"AGWAY EPN 4E                                                          "
859000595,11901,530000,"AGWAY HORSE & PONY SPRAY                                              "
859000595,63503,307500,"AGWAY HORSE & PONY SPRAY                                              "
859000595,67501,75000,"AGWAY HORSE & PONY SPRAY                                              "
859000595,69001,7500,"AGWAY HORSE & PONY SPRAY                                              "
859000596,47201,37500,"AGWAY HORSE & PONY SPRAY EC                                           "
859000596,57001,25000,"AGWAY HORSE & PONY SPRAY EC                                           "
859000596,63503,805000,"AGWAY HORSE & PONY SPRAY EC                                           "
859000596,67501,15000,"AGWAY HORSE & PONY SPRAY EC                                           "
859000596,69001,7500,"AGWAY HORSE & PONY SPRAY EC                                           "
859000597,63503,995500,"AGWAY FLY SPRAY                                                       "
859000597,67501,3000,"AGWAY FLY SPRAY                                                       "
859000597,69001,1500,"AGWAY FLY SPRAY                                                       "
859000599,4003,1620,"AGWAY AQUEOUS PRESSURIZED SPRAY FOR HOUSE & GARDEN                    "
859000599,6601,2720,"AGWAY AQUEOUS PRESSURIZED SPRAY FOR HOUSE & GARDEN                    "
859000599,63503,65000,"AGWAY AQUEOUS PRESSURIZED SPRAY FOR HOUSE & GARDEN                    "
859000599,97801,2280,"AGWAY AQUEOUS PRESSURIZED SPRAY FOR HOUSE & GARDEN                    "
859000600,4003,1500,"AGWAY AQUEOUS PRESSURIZED SPRAY 1                                     "
859000600,97801,2000,"AGWAY AQUEOUS PRESSURIZED SPRAY 1                                     "
859000601,97801,22740,"AGWAY 2% TRANSPARENT EMULSION CONCENTRATE                             "
859000602,97801,2840,"AGWAY 0.25% TRANSPARENT EMULSION SPRAY                                "
859000603,97801,3980,"AGWAY 0.35% TRANSPARENT EMULSION SPRAY                                "
859000604,6601,1970,"AGWAY PRESSURIZED WASP & HORNET SPRAY                                 "
859000604,63503,116310,"AGWAY PRESSURIZED WASP & HORNET SPRAY                                 "
859000604,97801,1700,"AGWAY PRESSURIZED WASP & HORNET SPRAY                                 "
859000605,6601,664000,"AGWAY MULTI-PURPOSE EC                                                "
859000605,97801,276000,"AGWAY MULTI-PURPOSE EC                                                "
859000606,56801,1e+05,"AGWAY SEVIN 10D                                                       "
859000607,9801,36000,"AGWAY BETASAN 3.6G                                                    "
859000608,41801,560000,"AGWAY EPN 5E                                                          "
859000608,86803,317300,"AGWAY EPN 5E                                                          "
859000611,63503,90000,"AGWAY WHITEFLY SPRAY                                                  "
859000611,69003,2840,"AGWAY WHITEFLY SPRAY                                                  "
859000611,97801,1200,"AGWAY WHITEFLY SPRAY                                                  "
859000612,57701,50000,"AGWAY MALATHION 5D                                                    "
859000613,14505,8e+05,"AGWAY MANEB 80W                                                       "
859000614,6402,2e+05,"AGWAY DIPEL WP                                                        "
859000615,59101,5000,"AGWAY WATER-BASED RESIDUAL PRESSURIZED SPRAY-CP                       "
859000615,63503,38250,"AGWAY WATER-BASED RESIDUAL PRESSURIZED SPRAY-CP                       "
859000615,67501,2600,"AGWAY WATER-BASED RESIDUAL PRESSURIZED SPRAY-CP                       "
859000615,69001,520,"AGWAY WATER-BASED RESIDUAL PRESSURIZED SPRAY-CP                       "
859000617,56801,244000,"AGWAY LIQUID SEVIN 2F                                                 "
859000618,14505,64000,"AGWAY POTATO SEED TREATMENT 6.4D                                      "
859000619,14506,45000,"AGWAY ZINEB-SEVIN 4.5-5D                                              "
859000619,56801,50000,"AGWAY ZINEB-SEVIN 4.5-5D                                              "
859000620,77501,9e+05,"AGWAY 90% WETTABLE SULFUR                                             "
859000621,77501,920000,"AGWAY 92% WETTABLE SULFUR                                             "
859000622,63503,240000,"AGWAY CROP SPRAY-1 INSECTICIDE                                        "
859000622,67501,6e+05,"AGWAY CROP SPRAY-1 INSECTICIDE                                        "
859000622,69001,60000,"AGWAY CROP SPRAY-1 INSECTICIDE                                        "
859000623,14505,185000,"AGWAY FLOWABLE MANEB 2F                                               "
859000624,14505,370000,"AGWAY FLOWABLE MANEB                                                  "
859000625,41801,40000,"AGWAY EPN 4G                                                          "
859000626,81301,8e+05,"AGWAY CAPTAN 80DFG                                                    "
859000628,4003,2000,"AGWAY PATIO SPRAY                                                     "
859000628,46301,10000,"AGWAY PATIO SPRAY                                                     "
859000628,63503,63000,"AGWAY PATIO SPRAY                                                     "
859000628,67501,10000,"AGWAY PATIO SPRAY                                                     "
859000629,14505,370000,"AGWAY MANEB-SEVIN FLOWABLE                                            "
859000629,56801,244000,"AGWAY MANEB-SEVIN FLOWABLE                                            "
859000630,56801,8e+05,"AGWAY SEVIN 80 DFG                                                    "
859000631,34001,120000,"AGWAY TREE FRUIT SPRAY                                                "
859000631,56801,30000,"AGWAY TREE FRUIT SPRAY                                                "
859000631,57701,60000,"AGWAY TREE FRUIT SPRAY                                                "
859000631,81301,1e+05,"AGWAY TREE FRUIT SPRAY                                                "
859000631,86803,598300,"AGWAY TREE FRUIT SPRAY                                                "
859000632,57701,5e+05,"AGWAY LAWN & GARDEN MALATHION 50                                      "
859000632,86803,4e+05,"AGWAY LAWN & GARDEN MALATHION 50                                      "
859000634,59101,126000,"AGWAY DURSBAN 1 INSECTICIDE                                           "
859000634,86803,813000,"AGWAY DURSBAN 1 INSECTICIDE                                           "
859000635,6602,340000,"AGWAY MALATHION 5LB. EC                                               "
859000635,57701,570000,"AGWAY MALATHION 5LB. EC                                               "
859000636,69003,500,"AGWAY LIQUID PET SPRAY                                                "
859000636,69005,1000,"AGWAY LIQUID PET SPRAY                                                "
859000637,63503,864440,"AGWAY GENERAL PURPOSE FLEA SPRAY                                      "
859000637,69005,5000,"AGWAY GENERAL PURPOSE FLEA SPRAY                                      "
859000639,69003,500,"AGWAY PRESSURIZED PET SPRAY-2167                                      "
859000639,69005,1000,"AGWAY PRESSURIZED PET SPRAY-2167                                      "
859000640,4003,860,"AGWAY DOG SHAMPOO                                                     "
859000640,57001,4000,"AGWAY DOG SHAMPOO                                                     "
859000640,63503,4860,"AGWAY DOG SHAMPOO                                                     "
859000640,69005,250,"AGWAY DOG SHAMPOO                                                     "
859000641,43302,2400,"PRESSURIZED PET SPRAY 7142                                            "
859000641,56801,5000,"PRESSURIZED PET SPRAY 7142                                            "
859000641,57001,1670,"PRESSURIZED PET SPRAY 7142                                            "
859000641,63503,39430,"PRESSURIZED PET SPRAY 7142                                            "
859000641,67501,1000,"PRESSURIZED PET SPRAY 7142                                            "
859000641,69001,500,"PRESSURIZED PET SPRAY 7142                                            "
859000642,10501,80000,"AGWAY FRUIT TREE SPRAY-I                                              "
859000642,34001,120000,"AGWAY FRUIT TREE SPRAY-I                                              "
859000642,57701,60000,"AGWAY FRUIT TREE SPRAY-I                                              "
859000642,81301,120000,"AGWAY FRUIT TREE SPRAY-I                                              "
859000642,86803,510200,"AGWAY FRUIT TREE SPRAY-I                                              "
859000643,63503,70000,"AGWAY INSECT KILLER 2317                                              "
859000643,69003,4000,"AGWAY INSECT KILLER 2317                                              "
859000643,69005,3000,"AGWAY INSECT KILLER 2317                                              "
859000644,43302,2000,"AGWAY RESIDUAL FLEA & TICK SPRAY 7050                                 "
859000644,56801,5000,"AGWAY RESIDUAL FLEA & TICK SPRAY 7050                                 "
859000644,63503,2000,"AGWAY RESIDUAL FLEA & TICK SPRAY 7050                                 "
859000644,67501,5000,"AGWAY RESIDUAL FLEA & TICK SPRAY 7050                                 "
859000644,69001,500,"AGWAY RESIDUAL FLEA & TICK SPRAY 7050                                 "
859000645,57001,1e+05,"AGWAY SPACE & CONTACT SPRAY                                           "
859000645,63503,810000,"AGWAY SPACE & CONTACT SPRAY                                           "
859000645,67501,60000,"AGWAY SPACE & CONTACT SPRAY                                           "
859000645,69001,30000,"AGWAY SPACE & CONTACT SPRAY                                           "
859000657,103601,9600,"TAKEOUT SYSTEMIC WEED & GRASS KILLER READY TO USE                     "
859000659,109401,15000,"LAWN INSECT CONTROL WITH OFTANOL INSECTICIDE                          "
859000661,109401,10000,"GREENLAWN 21-5-7 FERTILIZER PLUS OFTANOL                              "
859000662,109401,9200,"PROFESSIONAL FAIRWAY & ATHLETIC TURF 19-4-9 FERTILIZER W/OFTANOL      "
859000667,36101,3300,"AGWAY GREEN LAWN FERTILIZER WITH TEAM                                 "
859000667,84301,6700,"AGWAY GREEN LAWN FERTILIZER WITH TEAM                                 "
859000670,24401,990000,"AGWAY COPPER SULFATE                                                  "
859100001,69104,30000,"MOGUL AG-471                                                          "
859100001,83001,6000,"MOGUL AG-471                                                          "
859100002,69129,50000,"MOGUL AG-410                                                          "
859100003,14701,3e+05,"MOGUL A-492                                                           "
859100004,63003,107000,"MOGUL AG-420                                                          "
859100005,62204,90000,"MOGUL A-423                                                           "
859100005,63003,710000,"MOGUL A-423                                                           "
859100005,64217,20000,"MOGUL A-423                                                           "
859100006,63003,790000,"MOGUL A-421                                                           "
859100006,64217,110000,"MOGUL A-421                                                           "
859100007,63003,730000,"MOGUL A-422                                                           "
859100008,14701,125000,"MOGUL A-490                                                           "
859100009,69183,36000,"MOGUL AG-414                                                          "
859100010,69183,150000,"AG-415                                                                "
859100014,68102,25500,"MOGUL AG-460                                                          "
859100015,68102,51000,"MOGUL AG-461                                                          "
859100016,24403,71000,"MOGUL AG-431                                                          "
859100017,101801,2e+05,"AG-452                                                                "
859100018,69183,6e+05,"MOGUL SP-417                                                          "
859100019,69104,84000,"MOGUL AG-416                                                          "
859100019,69119,16000,"MOGUL AG-416                                                          "
859100022,81407,999999,"MOGUL S-493                                                           "
859100024,69104,250000,"MOGUL AG-472                                                          "
859100024,83001,50000,"MOGUL AG-472                                                          "
859100026,47501,2e+05,"MOGUL AG-412                                                          "
859100026,69149,5e+05,"MOGUL AG-412                                                          "
859100027,69149,2e+05,"AG-411                                                                "
859100028,14503,150000,"MOGUL AG-441                                                          "
859100028,34804,150000,"MOGUL AG-441                                                          "
859100032,39002,203000,"MOGUL AG-445                                                          "
859100032,63301,147000,"MOGUL AG-445                                                          "
859100033,69183,6e+05,"MOGUL PC1313                                                          "
859100034,107103,11500,"AG-480                                                                "
859100034,107104,3500,"AG-480                                                                "
859100038,69183,36000,"MOGUL ONE - DRUM AG-SA                                                "
859100039,83301,31000,"FUEL PRESERVE                                                         "
859100042,69183,70000,"MICROCIDE CA-39                                                       "
859100044,39002,50700,"MICROCIDE L-60                                                        "
859100044,63301,36800,"MICROCIDE L-60                                                        "
859100045,13907,92300,"STABREX ST30                                                          "
859100045,14703,63600,"STABREX ST30                                                          "
859100046,83301,118000,"N-136B                                                                "
859120001,14703,125000,"AG-494                                                                "
859120006,14701,650000,"A-495                                                                 "
859200006,69183,3e+05,"LEEDER 202-V WATER TREATMENT                                          "
859200008,39002,50700,"206-V                                                                 "
859200008,63301,36800,"206-V                                                                 "
859200009,69104,16000,"LEEDER 103-Y DISINFECTANT CLEANER                                     "
859200009,69154,16000,"LEEDER 103-Y DISINFECTANT CLEANER                                     "
859300001,10301,4500,"ARLIS SCALEX                                                          "
859300001,55801,5000,"ARLIS SCALEX                                                          "
859300001,80402,5500,"ARLIS SCALEX                                                          "
859309385,10301,4500,"AVISCALE                                                              "
859309385,55801,5000,"AVISCALE                                                              "
859309385,63503,325000,"AVISCALE                                                              "
859309385,80402,5500,"AVISCALE                                                              "
859600006,77702,160000,"MOLD CURB DRY POWDER                                                  "
859600006,77703,50000,"MOLD CURB DRY POWDER                                                  "
859600008,77702,2e+05,"MOLD CURB LIQUID                                                      "
859600009,77702,80000,"FEED TREET                                                            "
859600017,77702,850000,"GRAIN TREET LIQUID                                                    "
859600024,77702,995000,"KEM PROP LIQUID                                                       "
859600025,69105,60000,"KEM-CIDE                                                              "
859600025,69149,22500,"KEM-CIDE                                                              "
859600025,69165,45000,"KEM-CIDE                                                              "
859600025,69166,22500,"KEM-CIDE                                                              "
859600029,77702,510000,"GRAIN SAVOR                                                           "
859600030,77702,705000,"GRAIN TREET B                                                         "
859600031,77702,705000,"KEM SAN                                                               "
859600032,128929,4e+05,"BIO SAVOR                                                             "
859600033,77702,705000,"GRAIN SHIELD                                                          "
859600034,77702,705000,"MYCO CURB FG                                                          "
859600035,77702,610000,"FRESH CUT PLUS                                                        "
859700001,81404,950000,"SWIMRITE CL-100 POOL CHLORINE CONCENTRATE FOR DIAMOND-CLEAR POOL WATER"
859700002,81405,950000,"SWIMRITE FLOATING DISPOSABLE CHLORINATOR                              "
859700004,81405,7e+05,"SWIMRITE CALIFORNIA CHLOR-RITE                                        "
859703133,81405,7e+05,"SWIMRITE CALIFORNIA CHLOR-RITE                                        "
860100001,14703,52500,"KANDU BLEACH                                                          "
860100002,69104,50000,"BRIGHT SANITIZER                                                      "
860100002,69154,50000,"BRIGHT SANITIZER                                                      "
860500002,64501,40000,"RUCCO FLY-AWAY SPECIAL CATTLE MINERAL MEDICATED                       "
861100001,64104,340000,"STERI-SEAL                                                            "
861200021,76901,3500,"BGS ONE SIXTEEN GOPHER BAIT STRYCHNINE TREATED GRAIN                  "
861200029,86001,250,"B & G ALLRAT                                                          "
861200030,76901,6000,"SPARROW-CRACKS STRYCHNINE TREATED GRAIN BAIT                          "
861200031,76901,3500,"B&G MOUSE MAIZE                                                       "
861200032,76901,6000,"PIGEON-9 STRYCHNINE TREATED GRAIN BAIT                                "
861200033,6601,150000,"TASP ROACH SPRAY CONCENTRATE -S                                       "
861200033,57101,75000,"TASP ROACH SPRAY CONCENTRATE -S                                       "
861200033,63503,760000,"TASP ROACH SPRAY CONCENTRATE -S                                       "
861200033,69001,15000,"TASP ROACH SPRAY CONCENTRATE -S                                       "
861200034,63503,763000,"B & G VAPONA 2 SOLUTION                                               "
861200034,84001,237000,"B & G VAPONA 2 SOLUTION                                               "
861200044,69001,3500,"TARP ROACH POWDER                                                     "
861200044,71502,550,"TARP ROACH POWDER                                                     "
861200051,97801,28410,"B & G SYN-PY                                                          "
861200052,97801,2270,"SYN-PY FOG                                                            "
861200056,57701,5e+05,"B & G CYTHION 50-E EMULSIFIABLE CONCENTRATE                           "
861200056,86803,389400,"B & G CYTHION 50-E EMULSIFIABLE CONCENTRATE                           "
861200057,63503,7e+05,"TAPP-5 LV OIL CONCENTRATE                                             "
861200057,67501,250000,"TAPP-5 LV OIL CONCENTRATE                                             "
861200057,69001,50000,"TAPP-5 LV OIL CONCENTRATE                                             "
861200058,63503,812000,"TAPP 1-9E EMULSIFIABLE CONCENTRATE                                    "
861200058,67501,96000,"TAPP 1-9E EMULSIFIABLE CONCENTRATE                                    "
861200058,69001,12000,"TAPP 1-9E EMULSIFIABLE CONCENTRATE                                    "
861200060,57001,1e+05,"TAPP - 3 LV                                                           "
861200060,63503,810000,"TAPP - 3 LV                                                           "
861200060,67501,60000,"TAPP - 3 LV                                                           "
861200060,69001,30000,"TAPP - 3 LV                                                           "
861200061,57801,487000,"B & G DIAZINON 4S                                                     "
861200061,86803,395000,"B & G DIAZINON 4S                                                     "
861200062,57801,143000,"B & G DIAZINON 14 G GRANULAR INSECTICIDE                              "
861200063,57801,475000,"B & G DIAZINON 4E                                                     "
861200064,57801,20000,"B & G DIAZINON 2D                                                     "
861200065,57801,5000,"B & G BAN-BUG SYNERGIZED INSECT SPRAY                                 "
861200065,67501,2640,"B & G BAN-BUG SYNERGIZED INSECT SPRAY                                 "
861200065,69001,520,"B & G BAN-BUG SYNERGIZED INSECT SPRAY                                 "
861200066,57101,2640,"BAN-BUG HOUSEHOLD INSECT SPRAY                                        "
861200066,57801,5000,"BAN-BUG HOUSEHOLD INSECT SPRAY                                        "
861200066,63503,991040,"BAN-BUG HOUSEHOLD INSECT SPRAY                                        "
861200066,69001,520,"BAN-BUG HOUSEHOLD INSECT SPRAY                                        "
861200067,57801,480000,"B & G DIAZINON AG500                                                  "
861200068,6501,2e+05,"TASP 20-S INSECTICIDE OIL CONCENTRATE                                 "
861200068,57101,49800,"TASP 20-S INSECTICIDE OIL CONCENTRATE                                 "
861200068,63503,744000,"TASP 20-S INSECTICIDE OIL CONCENTRATE                                 "
861200068,69001,6200,"TASP 20-S INSECTICIDE OIL CONCENTRATE                                 "
861200069,69001,5000,"B & G TAPP-5 POWDERED PYRETHRUM DUST                                  "
861200070,67501,60000,"TAPPB SYNERGIZED POWDERED PYRETHRIM                                   "
861200070,69001,6000,"TAPPB SYNERGIZED POWDERED PYRETHRIM                                   "
861200071,97801,47900,"SYN-PY M.A.C.                                                         "
861200073,63502,980000,"DOR-CHEK SUPERIOR EMULSIFIABLE ORCHARD SPRAY OIL'                     "
861200074,67705,50,"B&G TARLA-DIPHES RED                                                  "
861200075,67705,50,"TARLA-DIPHAS GREEN                                                    "
861200077,67705,50,"TARLA-DIPHAS BLUE                                                     "
861200078,57701,5e+05,"B&G CYTHION 50 OIL SOLUBLE CONCENTRATE                                "
861200078,86803,439400,"B&G CYTHION 50 OIL SOLUBLE CONCENTRATE                                "
861200083,57701,570000,"CYTHION 57                                                            "
861200083,86803,317400,"CYTHION 57                                                            "
861200086,58201,720000,"B & G BGC-8 TERMITICIDE                                               "
861200086,63503,210000,"B & G BGC-8 TERMITICIDE                                               "
861200087,97801,22740,"B & G SYN-PY-2                                                        "
861200088,97801,2840,"B & G SYN-PY-TE                                                       "
861200092,63503,910000,"PYRENONE PCO ROACH CONCENTRATE                                        "
861200092,67501,75000,"PYRENONE PCO ROACH CONCENTRATE                                        "
861200092,69001,15000,"PYRENONE PCO ROACH CONCENTRATE                                        "
861200093,63503,790000,"B&G PYRENONE EMULSIFIABLE CONCENTRATE                                 "
861200093,67501,1e+05,"B&G PYRENONE EMULSIFIABLE CONCENTRATE                                 "
861200093,69001,10000,"B&G PYRENONE EMULSIFIABLE CONCENTRATE                                 "
861200094,59101,5000,"B & G DURSBAN 1/2G                                                    "
861200097,76901,3500,"B & G GOPHER BAIT                                                     "
861200098,97801,22740,"B&G SYN-PY-2-29 TRANSPARENT EMULSION CONCENTRATE                      "
861200100,57801,50000,"B&G DIAZINON 5G                                                       "
861200101,57801,250000,"B & G DIAZINON 25E                                                    "
861200102,97801,34100,"SYN-PY-3-LV                                                           "
861200106,59101,164000,"B & G DURSBAN 21D                                                     "
861200106,84001,82000,"B & G DURSBAN 21D                                                     "
861200110,76901,3500,"BGS-116 WILD RODENT OATS                                              "
861200112,67501,5000,"PYRENONE GENERAL PURPOSE HOUSEHOLD SPRAY                              "
861200112,69001,1000,"PYRENONE GENERAL PURPOSE HOUSEHOLD SPRAY                              "
861200114,67501,50000,"PYRENONE FOOD PLANT FOGGING INSECTICIDE                               "
861200114,69001,5000,"PYRENONE FOOD PLANT FOGGING INSECTICIDE                               "
861200115,109701,133000,"SYN-PERM 13.3EC CRAWLING INSECT SPRAY                                 "
861200120,57801,5000,"B & G ROACH AND ANT SPRAY                                             "
861200120,67501,2600,"B & G ROACH AND ANT SPRAY                                             "
861200120,69001,520,"B & G ROACH AND ANT SPRAY                                             "
861200123,67501,3e+05,"TAPP AQUEOUS 30-3                                                     "
861200123,69001,30000,"TAPP AQUEOUS 30-3                                                     "
861200126,71003,50000,"F-A-D                                                                 "
861200126,71004,1e+05,"F-A-D                                                                 "
861200128,67501,6000,"TAPP FLEA AND TICK SPRAY                                              "
